result_type,capture_time_utc,capture_date_utc,historical_or_current,property_id,property_name,website,target_unit_id,target_unit_key,july31_rp_date,july31_surgex_date,july31_surgex_provenance,portal_selection_reason,selected_portal_url,selected_portal_status,selected_parser_inventory_units,current_unit_present,current_unit_match_count,current_parser_unit_number,current_raw_source_date,current_raw_date_origin,current_visible_source_date,current_apply_move_in_date,current_normalized_date,current_normalized_provenance,current_source_date_present,current_future_presence,current_explicit_future_recovered,current_vs_rp_comparison,current_minus_rp_days,current_within_one_day_of_rp,failure
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G10E,G10E,2026-08-20,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G10E,8/21/2026,apply_move_in_fallback,,8/21/2026,2026-08-21,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G1VRG,G1VRG,2026-10-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G1VRG,10/14/2026,apply_move_in_fallback,,10/14/2026,2026-10-14,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G1VRJ,G1VRJ,2026-09-19,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G1VRJ,9/20/2026,apply_move_in_fallback,,9/20/2026,2026-09-20,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G2VRK,G2VRK,2026-09-09,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G2VRK,9/10/2026,apply_move_in_fallback,,9/10/2026,2026-09-10,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G4VRH,G4VRH,2026-09-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G4VRH,9/14/2026,apply_move_in_fallback,,9/14/2026,2026-09-14,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G5VRA,G5VRA,2026-08-12,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G5VRA,8/13/2026,apply_move_in_fallback,,8/13/2026,2026-08-13,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,G8240I,G8240I,2026-08-12,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,G8240I,8/13/2026,apply_move_in_fallback,,8/13/2026,2026-08-13,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T107,T107,2026-08-11,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T107,8/12/2026,apply_move_in_fallback,,8/12/2026,2026-08-12,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T117,T117,2026-11-25,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T117,11/26/2026,apply_move_in_fallback,,11/26/2026,2026-11-26,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T204,T204,2026-08-20,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T204,8/21/2026,apply_move_in_fallback,,8/21/2026,2026-08-21,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T319,T319,2026-09-30,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T319,10/1/2026,apply_move_in_fallback,,10/1/2026,2026-10-01,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T407,T407,2026-11-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T407,11/14/2026,apply_move_in_fallback,,11/14/2026,2026-11-14,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T615,T615,2026-08-14,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,false,0,,,source_date_blank,,,,,false,,false,current_unit_not_in_selected_inventory,,,target_unit_not_in_current_inventory
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T712,T712,2026-09-23,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T712,9/24/2026,apply_move_in_fallback,,9/24/2026,2026-09-24,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T802,T802,2026-10-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,T802,10/14/2026,apply_move_in_fallback,,10/14/2026,2026-10-14,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,T814,T814,2026-08-17,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,false,0,,,source_date_blank,,,,,false,,false,current_unit_not_in_selected_inventory,,,target_unit_not_in_current_inventory
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,V2707,V2707,2026-11-08,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,V2707,11/9/2026,apply_move_in_fallback,,11/9/2026,2026-11-09,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,V28A08,V28A08,2026-08-09,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,V28A08,8/10/2026,apply_move_in_fallback,,8/10/2026,2026-08-10,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,V28B04,V28B04,2026-09-10,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,V28B04,9/11/2026,apply_move_in_fallback,,9/11/2026,2026-09-11,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,V30B10,V30B10,2026-09-08,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,V30B10,9/9/2026,apply_move_in_fallback,,9/9/2026,2026-09-09,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,V3110,V3110,2026-09-21,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,42,true,1,V3110,9/22/2026,apply_move_in_fallback,,9/22/2026,2026-09-22,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,246591,Kendry,https://kendryliving.com/,2-401,2-401,2026-09-28,2026-07-31,capture_date_default,target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,23,true,1,2-401,9/29/2026,apply_move_in_fallback,,9/29/2026,2026-09-29,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,246591,Kendry,https://kendryliving.com/,210,210,2026-08-29,2026-07-31,capture_date_default,target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,23,true,1,210,8/30/2026,apply_move_in_fallback,,8/30/2026,2026-08-30,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,246591,Kendry,https://kendryliving.com/,311,311,2026-08-02,2026-07-31,capture_date_default,target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,23,true,1,311,8/3/2026,apply_move_in_fallback,,8/3/2026,2026-08-03,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,246591,Kendry,https://kendryliving.com/,410,410,2026-08-22,2026-07-31,capture_date_default,target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,23,true,1,410,8/23/2026,apply_move_in_fallback,,8/23/2026,2026-08-23,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,246591,Kendry,https://kendryliving.com/,6-115,6-115,2026-09-21,2026-07-31,capture_date_default,target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,23,true,1,6-115,9/22/2026,apply_move_in_fallback,,9/22/2026,2026-09-22,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1105,1105,2026-10-03,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1105,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-63,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1113,1113,2026-10-05,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1113,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-65,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1406,1406,2026-09-09,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1406,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-39,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1809,1809,2026-08-20,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1809,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-19,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1903,1903,2026-09-06,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1903,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-36,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,1910,1910,2026-10-06,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,1910,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-66,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,2207,2207,2026-09-06,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,2207,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-36,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,2310,2310,2026-09-06,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,2310,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-36,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,2406,2406,2026-08-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,2406,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-12,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,2502,2502,2026-09-12,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,2502,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-42,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,413,413,2026-09-05,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,413,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-35,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250124,One Clinton Park,https://oneclintonpark.com/,PH7,PH7,2026-08-06,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,17,true,1,PH7,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-5,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250459,Village Square,https://villagesquareny.com/,221,221,2026-08-08,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx,200,6,true,1,221,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-7,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,250459,Village Square,https://villagesquareny.com/,323,323,2026-09-15,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx,200,6,true,1,323,,source_date_blank,,,2026-08-01,capture_date_default,false,false,false,current_nonfuture,-45,false,current_source_date_blank
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,254583,Montreux,https://www.rentmontreux.com/,173,173,2026-08-05,2026-07-31,available_now,unique_max_target_unit_overlap,https://rentmontreux.securecafe.com/onlineleasing/montreux0/availableunits.aspx,200,39,true,1,173,8/2/2026,apply_move_in_fallback,Available,8/2/2026,2026-08-02,explicit_future,true,true,true,current_other_future,-3,false,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,323,323,2026-11-04,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,323,11/5/2026,apply_move_in_fallback,,11/5/2026,2026-11-05,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,333,333,2026-09-16,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,333,9/17/2026,apply_move_in_fallback,,9/17/2026,2026-09-17,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,341,341,2026-09-20,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,341,9/21/2026,apply_move_in_fallback,,9/21/2026,2026-09-21,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,448,448,2026-10-12,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,448,10/13/2026,apply_move_in_fallback,,10/13/2026,2026-10-13,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,543,543,2026-08-25,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,543,8/26/2026,apply_move_in_fallback,,8/26/2026,2026-08-26,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,551,551,2026-10-04,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,551,10/5/2026,apply_move_in_fallback,,10/5/2026,2026-10-05,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,641,641,2026-10-13,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,641,10/14/2026,apply_move_in_fallback,,10/14/2026,2026-10-14,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,643,643,2026-09-19,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,643,9/20/2026,apply_move_in_fallback,,9/20/2026,2026-09-20,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,649,649,2026-08-29,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,649,8/30/2026,apply_move_in_fallback,,8/30/2026,2026-08-30,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,650,650,2026-09-02,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,650,9/3/2026,apply_move_in_fallback,,9/3/2026,2026-09-03,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,653,653,2026-10-03,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,653,10/4/2026,apply_move_in_fallback,,10/4/2026,2026-10-04,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,747,747,2026-09-01,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,747,9/2/2026,apply_move_in_fallback,,9/2/2026,2026-09-02,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,751,751,2026-09-14,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,751,9/15/2026,apply_move_in_fallback,,9/15/2026,2026-09-15,explicit_future,true,true,true,current_plus_one_day,1,true,
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,2026-08-01,current_live_compared_to_july31_rp,257593,Church & Henley,https://www.churchandhenley.com/,839,839,2026-11-09,2026-07-31,capture_date_default,unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,19,true,1,839,11/10/2026,apply_move_in_fallback,,11/10/2026,2026-11-10,explicit_future,true,true,true,current_plus_one_day,1,true,
