result_type,capture_time_utc,property_id,property_name,website,target_units,marketing_status,marketing_final_url,marketing_error,marketing_challenge_shell,marketing_pages_fetched,marketing_attempts,candidate_count,candidate_bases_json,candidate_scores_json,selection_reason,selected_portal_url,selected_portal_final_url,selected_portal_status,selected_portal_error,selected_portal_challenge_shell,selected_portal_attempts,selected_parser_units,selected_target_overlap_units,selected_target_overlap_ratio,selected_overlap_ids_json
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,282142,Mews at Annandale,https://www.morgan-properties.com/apartments/nj/annandale/mews-at-annandale/,5,200,https://www.morgan-properties.com/apartments/nj/annandale/mews-at-annandale/,,false,1,1,1,"[""https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes""]","[{""base"":""https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes/availableunits.aspx"",""parsed_units"":8,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""0721"",""0832"",""1010"",""1929"",""1938""],""url"":""https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes/availableunits.aspx,https://mewsatannandaleapartments.securecafe.com/onlineleasing/mews-at-annandale-townhomes/availableunits.aspx,200,,false,1,8,5,1.0,"[""0721"",""0832"",""1010"",""1929"",""1938""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,296175,Compass Meridian,https://www.sheaapartments.com/apartments/compass-meridian/?utm_source=gmb&utm_medium=organic&utm_campaign=compass,29,200,https://www.sheaapartments.com/apartments/compass-meridian/?utm_source=gmb&utm_medium=organic&utm_campaign=compass,,false,1,1,1,"[""https://sheaapartments.securecafe.com/onlineleasing/compass-meridian""]","[{""base"":""https://sheaapartments.securecafe.com/onlineleasing/compass-meridian"",""challenge_shell"":false,""error"":"""",""final_url"":""https://sheaapartments.securecafe.com/onlineleasing/compass-meridian/availableunits.aspx"",""parsed_units"":54,""position"":0,""status"":200,""target_overlap_count"":29,""target_overlap_units"":[""0535-102"",""0630-106"",""0630-203"",""0665-208"",""0665-303"",""0665-306"",""0680-203"",""0695-305"",""0710-203"",""0710-304"",""0710-306"",""0720-201"",""0725-202"",""0725-204"",""0725-207"",""8949-201"",""8949-205"",""9001-108"",""9021-204"",""9025-103"",""9025-106"",""9041-201"",""9060-203"",""9061-102"",""9061-207"",""9075-106"",""9078-106"",""9078-204"",""9081-205""],""url"":""https://sheaapartments.securecafe.com/onlineleasing/compass-meridian/availableunits.aspx""}]",unique_max_target_unit_overlap,https://sheaapartments.securecafe.com/onlineleasing/compass-meridian/availableunits.aspx,https://sheaapartments.securecafe.com/onlineleasing/compass-meridian/availableunits.aspx,200,,false,1,54,29,1.0,"[""0535-102"",""0630-106"",""0630-203"",""0665-208"",""0665-303"",""0665-306"",""0680-203"",""0695-305"",""0710-203"",""0710-304"",""0710-306"",""0720-201"",""0725-202"",""0725-204"",""0725-207"",""8949-201"",""8949-205"",""9001-108"",""9021-204"",""9025-103"",""9025-106"",""9041-201"",""9060-203"",""9061-102"",""9061-207"",""9075-106"",""9078-106"",""9078-204"",""9081-205""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,32340,Lakewood I & II,https://www.morgan-properties.com/apartments/nc/salisbury/lakewood/,6,200,https://www.morgan-properties.com/apartments/nc/salisbury/lakewood/,,false,1,1,1,"[""https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes""]","[{""base"":""https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes/availableunits.aspx"",""parsed_units"":27,""position"":0,""status"":200,""target_overlap_count"":6,""target_overlap_units"":[""H205"",""L1405"",""L407"",""L606"",""L613"",""L705""],""url"":""https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes/availableunits.aspx,https://lakewoodapartmenthomes.securecafe.com/onlineleasing/lakewood-i-ii-apartment-homes/availableunits.aspx,200,,false,1,27,6,1.0,"[""H205"",""L1405"",""L407"",""L606"",""L613"",""L705""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,33125,Madison Rockwood-Ballwin,www.madisonrockwood.com,10,200,https://www.madisonrockwood.com/,,false,1,1,1,"[""https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood""]","[{""base"":""https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood"",""challenge_shell"":false,""error"":"""",""final_url"":""https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood/availableunits.aspx"",""parsed_units"":13,""position"":0,""status"":200,""target_overlap_count"":9,""target_overlap_units"":[""04-203"",""07-201"",""09-149"",""12-139"",""13-203"",""17-201"",""22-301"",""25-202"",""25-203""],""url"":""https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood/availableunits.aspx""}]",unique_max_target_unit_overlap,https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood/availableunits.aspx,https://madisonrockwood.securecafe.com/onlineleasing/madison-rockwood/availableunits.aspx,200,,false,1,13,9,0.9,"[""04-203"",""07-201"",""09-149"",""12-139"",""13-203"",""17-201"",""22-301"",""25-202"",""25-203""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,35566,Astoria Park,https://www.morgan-properties.com/apartments/in/indianapolis/astoria-park/,18,200,https://www.morgan-properties.com/apartments/in/indianapolis/astoria-park/,,false,1,1,1,"[""https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes""]","[{""base"":""https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes/availableunits.aspx"",""parsed_units"":31,""position"":0,""status"":200,""target_overlap_count"":17,""target_overlap_units"":[""B003621"",""B34713A"",""B34713B"",""B34753B"",""B35391A"",""C72372B"",""C72431A"",""C72432A"",""C72541A"",""H71432C"",""H71522C"",""H71541B"",""H72151B"",""H72152B"",""W71562A"",""W72703A"",""W72803A""],""url"":""https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes/availableunits.aspx,https://astoriaparkapts.securecafe.com/onlineleasing/astoria-park-apartment-homes/availableunits.aspx,200,,false,1,31,17,0.9444444444444444,"[""B003621"",""B34713A"",""B34713B"",""B34753B"",""B35391A"",""C72372B"",""C72431A"",""C72432A"",""C72541A"",""H71432C"",""H71522C"",""H71541B"",""H72151B"",""H72152B"",""W71562A"",""W72703A"",""W72803A""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,35585,The Docks,https://www.morgan-properties.com/apartments/pa/pittsburgh/the-docks/,8,200,https://www.morgan-properties.com/apartments/pa/pittsburgh/the-docks/,,false,1,1,1,"[""https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes""]","[{""base"":""https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes/availableunits.aspx"",""parsed_units"":8,""position"":0,""status"":200,""target_overlap_count"":8,""target_overlap_units"":[""3210"",""3319"",""6108"",""6308"",""7206"",""7208"",""7302"",""7306""],""url"":""https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes/availableunits.aspx,https://thedocksapts.securecafe.com/onlineleasing/the-docks-apartments-and-townhomes/availableunits.aspx,200,,false,1,8,8,1.0,"[""3210"",""3319"",""6108"",""6308"",""7206"",""7208"",""7302"",""7306""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,37394,Mandalay Villas,http://www.mandalayvillasapartments.com/,4,200,https://www.mandalayvillasapartments.com/,,false,1,1,1,"[""https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3""]","[{""base"":""https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3"",""challenge_shell"":false,""error"":"""",""final_url"":""https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3/availableunits.aspx"",""parsed_units"":24,""position"":0,""status"":200,""target_overlap_count"":4,""target_overlap_units"":[""0305"",""0810"",""2001"",""2104""],""url"":""https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3/availableunits.aspx""}]",unique_max_target_unit_overlap,https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3/availableunits.aspx,https://mandalayvillasapartments.securecafe.com/onlineleasing/mandalay-villas-3/availableunits.aspx,200,,false,1,24,4,1.0,"[""0305"",""0810"",""2001"",""2104""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,39961,88 Leonard Street,http://www.88leonard.com,5,200,https://88leonard.com/,,false,1,1,1,"[""https://88leonard.securecafe.com/onlineleasing/88leonard""]","[{""base"":""https://88leonard.securecafe.com/onlineleasing/88leonard"",""challenge_shell"":false,""error"":"""",""final_url"":""https://88leonard.securecafe.com/onlineleasing/88leonard/availableunits.aspx"",""parsed_units"":12,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""0503"",""0520"",""0718"",""0723"",""1214""],""url"":""https://88leonard.securecafe.com/onlineleasing/88leonard/availableunits.aspx""}]",unique_max_target_unit_overlap,https://88leonard.securecafe.com/onlineleasing/88leonard/availableunits.aspx,https://88leonard.securecafe.com/onlineleasing/88leonard/availableunits.aspx,200,,false,1,12,5,1.0,"[""0503"",""0520"",""0718"",""0723"",""1214""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,40582,Kinwood,https://kinwoodny.com/,13,200,https://kinwoodny.com/,,false,1,1,1,"[""https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r""]","[{""base"":""https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r"",""challenge_shell"":false,""error"":"""",""final_url"":""https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r/availableunits.aspx"",""parsed_units"":28,""position"":0,""status"":200,""target_overlap_count"":13,""target_overlap_units"":[""11122T"",""1145T"",""1147T"",""3191T"",""3193T"",""4211T"",""4213T"",""7220T"",""7308T"",""9156T"",""C36OL"",""K49FH"",""S105RC""],""url"":""https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r/availableunits.aspx""}]",unique_max_target_unit_overlap,https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r/availableunits.aspx,https://kinwoodny.securecafe.com/onlineleasing/kinwood-apartments-r/availableunits.aspx,200,,false,1,28,13,1.0,"[""11122T"",""1145T"",""1147T"",""3191T"",""3193T"",""4211T"",""4213T"",""7220T"",""7308T"",""9156T"",""C36OL"",""K49FH"",""S105RC""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,4293,Mountain View,https://www.missionrockresidential.com/apartments/co/colorado-springs/mountain-view/,13,200,https://www.missionrockresidential.com/apartments/co/colorado-springs/mountain-view/,,false,1,1,1,"[""https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24""]","[{""base"":""https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24"",""challenge_shell"":false,""error"":"""",""final_url"":""https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24/availableunits.aspx"",""parsed_units"":20,""position"":0,""status"":200,""target_overlap_count"":13,""target_overlap_units"":[""1110"",""1178"",""1208"",""1210"",""2221"",""2225"",""2226"",""2238"",""2249"",""2258"",""2267"",""2280"",""2320""],""url"":""https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24/availableunits.aspx""}]",unique_max_target_unit_overlap,https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24/availableunits.aspx,https://mountainviewco.securecafe.com/onlineleasing/mountain-view-24/availableunits.aspx,200,,false,1,20,13,1.0,"[""1110"",""1178"",""1208"",""1210"",""2221"",""2225"",""2226"",""2238"",""2249"",""2258"",""2267"",""2280"",""2320""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,43364,Villas At Bailey Ranch,https://www.morgan-properties.com/apartments/ok/owasso/villas-at-bailey-ranch/,8,200,https://www.morgan-properties.com/apartments/ok/owasso/villas-at-bailey-ranch/,,false,1,1,1,"[""https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes""]","[{""base"":""https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes/availableunits.aspx"",""parsed_units"":12,""position"":0,""status"":200,""target_overlap_count"":7,""target_overlap_units"":[""1317"",""1321"",""1609"",""1924"",""2004"",""57306"",""81303""],""url"":""https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes/availableunits.aspx,https://villasatbaileyranch.securecafe.com/onlineleasing/villas-at-bailey-ranch-apartment-homes/availableunits.aspx,200,,false,1,12,7,0.875,"[""1317"",""1321"",""1609"",""1924"",""2004"",""57306"",""81303""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,43927,The Arbors at Edenbridge,https://www.morgan-properties.com/apartments/md/parkville/arbors-at-edenbridge/,3,200,https://www.morgan-properties.com/apartments/md/parkville/arbors-at-edenbridge/,,false,1,1,1,"[""https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes""]","[{""base"":""https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes/availableunits.aspx"",""parsed_units"":5,""position"":0,""status"":200,""target_overlap_count"":3,""target_overlap_units"":[""8307E"",""8391G"",""8397""],""url"":""https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes/availableunits.aspx,https://thearborsatedenbridge.securecafe.com/onlineleasing/arbors-at-edenbridge-apartments-and-townhomes/availableunits.aspx,200,,false,1,5,3,1.0,"[""8307E"",""8391G"",""8397""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,48198,Regency Lakeside,https://www.morgan-properties.com/apartments/ne/omaha/regency-lakeside/,6,200,https://www.morgan-properties.com/apartments/ne/omaha/regency-lakeside/,,false,1,1,1,"[""https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes""]","[{""base"":""https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes/availableunits.aspx"",""parsed_units"":26,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""A207"",""D502"",""E102"",""F405"",""H502""],""url"":""https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes/availableunits.aspx,https://regencylakesideapartments.securecafe.com/onlineleasing/regency-lakeside-apartment-homes/availableunits.aspx,200,,false,1,26,5,0.8333333333333334,"[""A207"",""D502"",""E102"",""F405"",""H502""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,5157,The Sycamores,https://www.wm-thesycamores.com/,6,200,https://www.thesycamoresva.com/,,false,1,1,1,"[""https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores""]","[{""base"":""https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores"",""challenge_shell"":false,""error"":"""",""final_url"":""https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores/availableunits.aspx"",""parsed_units"":10,""position"":0,""status"":200,""target_overlap_count"":6,""target_overlap_units"":[""00-304"",""04-202"",""07-102"",""09-203"",""13-202"",""21-204""],""url"":""https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores/availableunits.aspx""}]",unique_max_target_unit_overlap,https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores/availableunits.aspx,https://thesycamoresva.securecafe.com/onlineleasing/the-sycamores/availableunits.aspx,200,,false,1,10,6,1.0,"[""00-304"",""04-202"",""07-102"",""09-203"",""13-202"",""21-204""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,51767,Lake Pointe,https://www.morgan-properties.com/apartments/in/portage/lake-pointe/,17,200,https://www.morgan-properties.com/apartments/in/portage/lake-pointe/,,false,1,1,1,"[""https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes""]","[{""base"":""https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes/availableunits.aspx"",""parsed_units"":20,""position"":0,""status"":200,""target_overlap_count"":17,""target_overlap_units"":[""34-1005"",""34-1207"",""34-1212"",""34-204"",""34-304"",""34-402"",""34-503"",""34-506"",""34-507"",""34-610"",""34-614"",""34-707"",""34-709"",""34-808"",""34-903"",""34-911"",""34-913""],""url"":""https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes/availableunits.aspx,https://lakepointeapt.securecafe.com/onlineleasing/lake-pointe-apartment-homes/availableunits.aspx,200,,false,1,20,17,1.0,"[""34-1005"",""34-1207"",""34-1212"",""34-204"",""34-304"",""34-402"",""34-503"",""34-506"",""34-507"",""34-610"",""34-614"",""34-707"",""34-709"",""34-808"",""34-903"",""34-911"",""34-913""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,5356,The Pointe at Stafford,https://www.morgan-properties.com/apartments/va/stafford/the-pointe-at-stafford/,3,200,https://www.morgan-properties.com/apartments/va/stafford/the-pointe-at-stafford/,,false,1,1,1,"[""https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes""]","[{""base"":""https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes/availableunits.aspx"",""parsed_units"":7,""position"":0,""status"":200,""target_overlap_count"":3,""target_overlap_units"":[""202304"",""303204"",""400101""],""url"":""https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes/availableunits.aspx,https://thepointeatstaffordapartments.securecafe.com/onlineleasing/the-pointe-at-stafford-apartment-homes/availableunits.aspx,200,,false,1,7,3,1.0,"[""202304"",""303204"",""400101""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,5974,Promenade at Aventura Apartments,https://www.promenadeataventuraapartments.com/,7,200,https://www.promenadeataventuraapartments.com/,,false,1,1,1,"[""https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0""]","[{""base"":""https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0/availableunits.aspx"",""parsed_units"":9,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""19256"",""19446"",""19626"",""19702"",""19730""],""url"":""https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0/availableunits.aspx,https://promenadeataventuraapartments.securecafe.com/onlineleasing/promenade-at-aventura-apartments-0/availableunits.aspx,200,,false,1,9,5,0.7142857142857143,"[""19256"",""19446"",""19626"",""19702"",""19730""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,60750,The Meyden,http://www.themeydenbellevue.com/,9,200,https://www.themeydenbellevue.com/,,false,1,1,1,"[""https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden""]","[{""base"":""https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden"",""challenge_shell"":false,""error"":"""",""final_url"":""https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden/availableunits.aspx"",""parsed_units"":20,""position"":0,""status"":200,""target_overlap_count"":9,""target_overlap_units"":[""221"",""332"",""352"",""368"",""411"",""451"",""459"",""543"",""570""],""url"":""https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden/availableunits.aspx""}]",unique_max_target_unit_overlap,https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden/availableunits.aspx,https://themeydenbellevue.securecafe.com/onlineleasing/the-meyden/availableunits.aspx,200,,false,1,20,9,1.0,"[""221"",""332"",""352"",""368"",""411"",""451"",""459"",""543"",""570""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,62784,Waterford on Mainstreet,https://www.waterfordonmainstreet.com,14,200,https://waterfordonmainstreet.com/,,false,1,1,1,"[""https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1""]","[{""base"":""https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1"",""challenge_shell"":false,""error"":"""",""final_url"":""https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1/availableunits.aspx"",""parsed_units"":25,""position"":0,""status"":200,""target_overlap_count"":14,""target_overlap_units"":[""1-206"",""2-101"",""2-301"",""3-204"",""3-301"",""5-101"",""5-203"",""5-214"",""5-312"",""6-306"",""7-202"",""9-212"",""9-302"",""9-309""],""url"":""https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1/availableunits.aspx""}]",unique_max_target_unit_overlap,https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1/availableunits.aspx,https://waterfordonmainstreet.securecafe.com/onlineleasing/waterford-on-mainstreet-1/availableunits.aspx,200,,false,1,25,14,1.0,"[""1-206"",""2-101"",""2-301"",""3-204"",""3-301"",""5-101"",""5-203"",""5-214"",""5-312"",""6-306"",""7-202"",""9-212"",""9-302"",""9-309""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,62865,The Preserve at Milltown,https://www.morgan-properties.com/apartments/pa/downingtown/preserve-at-milltown/,12,200,https://www.morgan-properties.com/apartments/pa/downingtown/preserve-at-milltown/,,false,1,1,1,"[""https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes""]","[{""base"":""https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes/availableunits.aspx"",""parsed_units"":21,""position"":0,""status"":200,""target_overlap_count"":12,""target_overlap_units"":[""A005"",""D127"",""E157"",""E159"",""F179"",""K349"",""Q224"",""R184"",""S158"",""T136"",""U110"",""W044""],""url"":""https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes/availableunits.aspx,https://preserveatmilltownapartments.securecafe.com/onlineleasing/the-preserve-at-milltown-apartment-homes/availableunits.aspx,200,,false,1,21,12,1.0,"[""A005"",""D127"",""E157"",""E159"",""F179"",""K349"",""Q224"",""R184"",""S158"",""T136"",""U110"",""W044""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,65659,Point at Waterford Crossing,http://www.pointatwaterfordapartments.com/,1,200,https://www.pointatwaterfordapartments.com/,,false,1,1,1,"[""https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing""]","[{""base"":""https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing"",""challenge_shell"":false,""error"":"""",""final_url"":""https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing/availableunits.aspx"",""parsed_units"":4,""position"":0,""status"":200,""target_overlap_count"":1,""target_overlap_units"":[""H304""],""url"":""https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing/availableunits.aspx""}]",unique_max_target_unit_overlap,https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing/availableunits.aspx,https://pointatwaterfordapartments.securecafe.com/onlineleasing/the-point-at-waterford-crossing/availableunits.aspx,200,,false,1,4,1,1.0,"[""H304""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,67527,Griffin Center City,https://griffinphilly.com/,11,200,https://griffinphilly.com/,,false,1,1,1,"[""https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city""]","[{""base"":""https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city"",""challenge_shell"":false,""error"":"""",""final_url"":""https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city/availableunits.aspx"",""parsed_units"":20,""position"":0,""status"":200,""target_overlap_count"":11,""target_overlap_units"":[""0710"",""0809"",""0912"",""1103"",""1104"",""1112"",""1201"",""1203"",""1604"",""1611"",""1705""],""url"":""https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city/availableunits.aspx""}]",unique_max_target_unit_overlap,https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city/availableunits.aspx,https://griffinphilly.securecafe.com/onlineleasing/the-griffin-center-city/availableunits.aspx,200,,false,1,20,11,1.0,"[""0710"",""0809"",""0912"",""1103"",""1104"",""1112"",""1201"",""1203"",""1604"",""1611"",""1705""]"
