result_type,capture_time_utc,property_id,property_name,website,target_units,marketing_status,marketing_final_url,marketing_error,marketing_challenge_shell,marketing_pages_fetched,marketing_attempts,candidate_count,candidate_bases_json,candidate_scores_json,selection_reason,selected_portal_url,selected_portal_final_url,selected_portal_status,selected_portal_error,selected_portal_challenge_shell,selected_portal_attempts,selected_parser_units,selected_target_overlap_units,selected_target_overlap_ratio,selected_overlap_ids_json
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,228399,Gull Prairie/Gull Run Apartments & Townhomes,https://www.gullprairieapartments.com/,2,200,https://www.gullprairieapartments.com/,,false,1,1,1,"[""https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes""]","[{""base"":""https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes/availableunits.aspx"",""parsed_units"":70,""position"":0,""status"":200,""target_overlap_count"":2,""target_overlap_units"":[""4028-3B"",""5777-3A""],""url"":""https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes/availableunits.aspx,https://gullprairieapartments.securecafe.com/onlineleasing/gull-prairie-gull-run-apartments-and-townhomes/availableunits.aspx,200,,false,1,70,2,1.0,"[""4028-3B"",""5777-3A""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,230755,Park Guilderland,http://www.parkguilderland.com,3,200,https://www.morgan-properties.com/apartments/ny/guilderland-center/park-guilderland-apartments/,,false,1,1,1,"[""https://parkguilderland.securecafe.com/onlineleasing/park-guilderland""]","[{""base"":""https://parkguilderland.securecafe.com/onlineleasing/park-guilderland"",""challenge_shell"":false,""error"":"""",""final_url"":""https://parkguilderland.securecafe.com/onlineleasing/park-guilderland/availableunits.aspx"",""parsed_units"":3,""position"":0,""status"":200,""target_overlap_count"":3,""target_overlap_units"":[""004-107"",""004-211"",""005-404""],""url"":""https://parkguilderland.securecafe.com/onlineleasing/park-guilderland/availableunits.aspx""}]",unique_max_target_unit_overlap,https://parkguilderland.securecafe.com/onlineleasing/park-guilderland/availableunits.aspx,https://parkguilderland.securecafe.com/onlineleasing/park-guilderland/availableunits.aspx,200,,false,1,3,3,1.0,"[""004-107"",""004-211"",""005-404""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,235398,Bell Rock Springs,https://www.bellrocksprings.com/,13,200,https://www.bellrocksprings.com/,,false,1,1,2,"[""https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs"",""https://bellrocksprings.securecafe.com/onlineleasing/rock-springs-village-ii""]","[{""base"":""https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs"",""challenge_shell"":false,""error"":"""",""final_url"":""https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs/availableunits.aspx"",""parsed_units"":26,""position"":0,""status"":200,""target_overlap_count"":13,""target_overlap_units"":[""1424"",""1426"",""211"",""3-1002"",""3-1207"",""303"",""315"",""4-1002"",""4-1211"",""406"",""605"",""612"",""725""],""url"":""https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs/availableunits.aspx""},{""base"":""https://bellrocksprings.securecafe.com/onlineleasing/rock-springs-village-ii"",""challenge_shell"":false,""error"":"""",""final_url"":""https://bellrocksprings.securecafe.com/onlineleasing/rock-springs-village-ii/availableunits.aspx"",""parsed_units"":26,""position"":1,""status"":200,""target_overlap_count"":13,""target_overlap_units"":[""1424"",""1426"",""211"",""3-1002"",""3-1207"",""303"",""315"",""4-1002"",""4-1211"",""406"",""605"",""612"",""725""],""url"":""https://bellrocksprings.securecafe.com/onlineleasing/rock-springs-village-ii/availableunits.aspx""}]",target_overlap_tie_identical_inventory_first_published,https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs/availableunits.aspx,https://bellrocksprings.securecafe.com/onlineleasing/bell-rock-springs/availableunits.aspx,200,,false,1,26,13,1.0,"[""1424"",""1426"",""211"",""3-1002"",""3-1207"",""303"",""315"",""4-1002"",""4-1211"",""406"",""605"",""612"",""725""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,23745,Brookdale at Mark Center,https://www.morgan-properties.com/apartments/va/alexandria/brookdale/,17,200,https://www.morgan-properties.com/apartments/va/alexandria/brookdale/,,false,1,1,1,"[""https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes""]","[{""base"":""https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes/availableunits.aspx"",""parsed_units"":23,""position"":0,""status"":200,""target_overlap_count"":16,""target_overlap_units"":[""1402-104"",""1430-104"",""1450-202"",""1452-204"",""5603-011"",""5631-021"",""5641-203"",""5651-021"",""5665-102"",""5681-202"",""5701-021"",""5731-233"",""5741-123"",""5753-130"",""5753-131"",""5763-220""],""url"":""https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes/availableunits.aspx,https://brookdaleatmarkcenter.securecafe.com/onlineleasing/brookdale-at-mark-center-apartment-homes/availableunits.aspx,200,,false,1,23,16,0.9411764705882353,"[""1402-104"",""1430-104"",""1450-202"",""1452-204"",""5603-011"",""5631-021"",""5641-203"",""5651-021"",""5665-102"",""5681-202"",""5701-021"",""5731-233"",""5741-123"",""5753-130"",""5753-131"",""5763-220""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,237587,Vernola Marketplace I,https://www.livevernola.com/,1,200,https://www.livevernola.com/,,false,1,1,1,"[""https://livevernola.securecafe.com/onlineleasing/vernola-marketplace""]","[{""base"":""https://livevernola.securecafe.com/onlineleasing/vernola-marketplace"",""challenge_shell"":false,""error"":"""",""final_url"":""https://livevernola.securecafe.com/onlineleasing/vernola-marketplace/availableunits.aspx"",""parsed_units"":14,""position"":0,""status"":200,""target_overlap_count"":1,""target_overlap_units"":[""01103""],""url"":""https://livevernola.securecafe.com/onlineleasing/vernola-marketplace/availableunits.aspx""}]",unique_max_target_unit_overlap,https://livevernola.securecafe.com/onlineleasing/vernola-marketplace/availableunits.aspx,https://livevernola.securecafe.com/onlineleasing/vernola-marketplace/availableunits.aspx,200,,false,1,14,1,1.0,"[""01103""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,239369,Easton,https://eastonapartmentstn.com/,6,200,https://www.eastonapartmentstn.com/,,false,1,1,1,"[""https://eastonapartmentstn.securecafe.com/onlineleasing/easton0""]","[{""base"":""https://eastonapartmentstn.securecafe.com/onlineleasing/easton0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://eastonapartmentstn.securecafe.com/onlineleasing/easton0/availableunits.aspx"",""parsed_units"":8,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""E67"",""F83"",""F87"",""K155"",""N204""],""url"":""https://eastonapartmentstn.securecafe.com/onlineleasing/easton0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://eastonapartmentstn.securecafe.com/onlineleasing/easton0/availableunits.aspx,https://eastonapartmentstn.securecafe.com/onlineleasing/easton0/availableunits.aspx,200,,false,1,8,5,0.8333333333333334,"[""E67"",""F83"",""F87"",""K155"",""N204""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,241189,Reserve at Southpointe,http://www.reserveatsouthpointe.com/,16,200,https://www.morgan-properties.com/apartments/pa/canonsburg/reserve-at-southpointe/,,false,1,1,1,"[""https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0""]","[{""base"":""https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0/availableunits.aspx"",""parsed_units"":24,""position"":0,""status"":200,""target_overlap_count"":16,""target_overlap_units"":[""10-205"",""10-211"",""12-202"",""2-212"",""2-303"",""2-305"",""3-102"",""3-304"",""4-102"",""5-103"",""5-204"",""6-302"",""6-310"",""8-103"",""8-201"",""9-210""],""url"":""https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0/availableunits.aspx,https://reserveatsouthpointe.securecafe.com/onlineleasing/reserve-at-southpointe-0/availableunits.aspx,200,,false,1,24,16,1.0,"[""10-205"",""10-211"",""12-202"",""2-212"",""2-303"",""2-305"",""3-102"",""3-304"",""4-102"",""5-103"",""5-204"",""6-302"",""6-310"",""8-103"",""8-201"",""9-210""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,242349,Reveal on the Lake,https://www.revealonthelake.com/,1,200,https://revealonthelake.com/,,false,1,1,1,"[""https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake""]","[{""base"":""https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake"",""challenge_shell"":false,""error"":"""",""final_url"":""https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake/availableunits.aspx"",""parsed_units"":46,""position"":0,""status"":200,""target_overlap_count"":1,""target_overlap_units"":[""14006""],""url"":""https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake/availableunits.aspx""}]",unique_max_target_unit_overlap,https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake/availableunits.aspx,https://revealonthelake.securecafe.com/onlineleasing/mansions-on-the-lake/availableunits.aspx,200,,false,1,46,1,1.0,"[""14006""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,244361,Cedar Gardens & Towers,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,24,200,https://www.morgan-properties.com/apartments/md/windsor-mill/cedar-gardens-and-towers/,,false,1,1,1,"[""https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes""]","[{""base"":""https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx"",""parsed_units"":42,""position"":0,""status"":200,""target_overlap_count"":22,""target_overlap_units"":[""G01F"",""G01J"",""G08I"",""G10E"",""G1VRG"",""G1VRJ"",""G2VRK"",""G4VRH"",""G5VRA"",""G8240I"",""T107"",""T117"",""T204"",""T319"",""T407"",""T712"",""T802"",""V2707"",""V28A08"",""V28B04"",""V30B10"",""V3110""],""url"":""https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,https://cedargardensandtowersapartments.securecafe.com/onlineleasing/cedar-gardens-and-towers-apartments-townhomes/availableunits.aspx,200,,false,1,42,22,0.9166666666666666,"[""G01F"",""G01J"",""G08I"",""G10E"",""G1VRG"",""G1VRJ"",""G2VRK"",""G4VRH"",""G5VRA"",""G8240I"",""T107"",""T117"",""T204"",""T319"",""T407"",""T712"",""T802"",""V2707"",""V28A08"",""V28B04"",""V30B10"",""V3110""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,246591,Kendry,https://kendryliving.com/,5,200,https://kendryliving.com/,,false,1,1,2,"[""https://kendryliving.securecafe.com/onlineleasing/kendry-0"",""https://kendryliving.securecafe.com/onlineleasing/kendry0""]","[{""base"":""https://kendryliving.securecafe.com/onlineleasing/kendry-0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx"",""parsed_units"":23,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""2-401"",""210"",""311"",""410"",""6-115""],""url"":""https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx""},{""base"":""https://kendryliving.securecafe.com/onlineleasing/kendry0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://kendryliving.securecafe.com/onlineleasing/kendry0/availableunits.aspx"",""parsed_units"":23,""position"":1,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""2-401"",""210"",""311"",""410"",""6-115""],""url"":""https://kendryliving.securecafe.com/onlineleasing/kendry0/availableunits.aspx""}]",target_overlap_tie_identical_inventory_first_published,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,https://kendryliving.securecafe.com/onlineleasing/kendry-0/availableunits.aspx,200,,false,1,23,5,1.0,"[""2-401"",""210"",""311"",""410"",""6-115""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,250124,One Clinton Park,https://oneclintonpark.com/,12,200,https://www.one.clintonpark.com/,,false,1,1,1,"[""https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park""]","[{""base"":""https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park"",""challenge_shell"":false,""error"":"""",""final_url"":""https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx"",""parsed_units"":17,""position"":0,""status"":200,""target_overlap_count"":12,""target_overlap_units"":[""1105"",""1113"",""1406"",""1809"",""1903"",""1910"",""2207"",""2310"",""2406"",""2502"",""413"",""PH7""],""url"":""https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx""}]",unique_max_target_unit_overlap,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,https://oneclintonpark.securecafe.com/onlineleasing/one-clinton-park/availableunits.aspx,200,,false,1,17,12,1.0,"[""1105"",""1113"",""1406"",""1809"",""1903"",""1910"",""2207"",""2310"",""2406"",""2502"",""413"",""PH7""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,250459,Village Square,https://villagesquareny.com/,2,200,https://www.villagesquareny.com/,,false,1,1,1,"[""https://villagesquareny.securecafe.com/onlineleasing/village-square4""]","[{""base"":""https://villagesquareny.securecafe.com/onlineleasing/village-square4"",""challenge_shell"":false,""error"":"""",""final_url"":""https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx"",""parsed_units"":6,""position"":0,""status"":200,""target_overlap_count"":2,""target_overlap_units"":[""221"",""323""],""url"":""https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx""}]",unique_max_target_unit_overlap,https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx,https://villagesquareny.securecafe.com/onlineleasing/village-square4/availableunits.aspx,200,,false,1,6,2,1.0,"[""221"",""323""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,254583,Montreux,https://www.rentmontreux.com/,1,200,https://rentmontreux.com/,,false,1,1,1,"[""https://rentmontreux.securecafe.com/onlineleasing/montreux0""]","[{""base"":""https://rentmontreux.securecafe.com/onlineleasing/montreux0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://rentmontreux.securecafe.com/onlineleasing/montreux0/availableunits.aspx"",""parsed_units"":39,""position"":0,""status"":200,""target_overlap_count"":1,""target_overlap_units"":[""173""],""url"":""https://rentmontreux.securecafe.com/onlineleasing/montreux0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://rentmontreux.securecafe.com/onlineleasing/montreux0/availableunits.aspx,https://rentmontreux.securecafe.com/onlineleasing/montreux0/availableunits.aspx,200,,false,1,39,1,1.0,"[""173""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,257593,Church & Henley,https://www.churchandhenley.com/,15,200,https://www.churchandhenley.com/,,false,1,1,1,"[""https://churchandhenley.securecafe.com/onlineleasing/church-and-henley""]","[{""base"":""https://churchandhenley.securecafe.com/onlineleasing/church-and-henley"",""challenge_shell"":false,""error"":"""",""final_url"":""https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx"",""parsed_units"":19,""position"":0,""status"":200,""target_overlap_count"":15,""target_overlap_units"":[""323"",""333"",""341"",""448"",""543"",""551"",""641"",""643"",""649"",""650"",""653"",""747"",""751"",""839"",""854""],""url"":""https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx""}]",unique_max_target_unit_overlap,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,https://churchandhenley.securecafe.com/onlineleasing/church-and-henley/availableunits.aspx,200,,false,1,19,15,1.0,"[""323"",""333"",""341"",""448"",""543"",""551"",""641"",""643"",""649"",""650"",""653"",""747"",""751"",""839"",""854""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,25930,Edgewater Gardens,https://www.morgan-properties.com/apartments/nj/long-branch/edgewater-gardens/,3,200,https://www.morgan-properties.com/apartments/nj/long-branch/edgewater-gardens/,,false,1,1,1,"[""https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes""]","[{""base"":""https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes"",""challenge_shell"":false,""error"":"""",""final_url"":""https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes/availableunits.aspx"",""parsed_units"":4,""position"":0,""status"":200,""target_overlap_count"":3,""target_overlap_units"":[""07A"",""14B"",""34A""],""url"":""https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes/availableunits.aspx""}]",unique_max_target_unit_overlap,https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes/availableunits.aspx,https://edgewatergardensapartments.securecafe.com/onlineleasing/edgewater-gardens-apartment-homes/availableunits.aspx,200,,false,1,4,3,1.0,"[""07A"",""14B"",""34A""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,261530,Waterline Square,https://www.waterlinesquare.com/,16,200,https://www.windsorcommunities.com:443/properties/waterline-square/,,false,1,1,1,"[""https://waterlinesq.securecafe.com/onlineleasing/waterline-square""]","[{""base"":""https://waterlinesq.securecafe.com/onlineleasing/waterline-square"",""challenge_shell"":false,""error"":"""",""final_url"":""https://waterlinesq.securecafe.com/onlineleasing/waterline-square/availableunits.aspx"",""parsed_units"":42,""position"":0,""status"":200,""target_overlap_count"":15,""target_overlap_units"":[""0410"",""0633"",""0933"",""1030"",""1108"",""1123"",""1205"",""1211"",""1530"",""1829"",""1934"",""2301"",""2330"",""2429"",""2904""],""url"":""https://waterlinesq.securecafe.com/onlineleasing/waterline-square/availableunits.aspx""}]",unique_max_target_unit_overlap,https://waterlinesq.securecafe.com/onlineleasing/waterline-square/availableunits.aspx,https://waterlinesq.securecafe.com/onlineleasing/waterline-square/availableunits.aspx,200,,false,1,42,15,0.9375,"[""0410"",""0633"",""0933"",""1030"",""1108"",""1123"",""1205"",""1211"",""1530"",""1829"",""1934"",""2301"",""2330"",""2429"",""2904""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,263919,Vue21 II,https://liveatvue21.com/,7,200,https://liveatvue21.com/,,false,1,1,1,"[""https://liveatvue21.securecafe.com/onlineleasing/vue-21-0""]","[{""base"":""https://liveatvue21.securecafe.com/onlineleasing/vue-21-0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://liveatvue21.securecafe.com/onlineleasing/vue-21-0/availableunits.aspx"",""parsed_units"":39,""position"":0,""status"":200,""target_overlap_count"":5,""target_overlap_units"":[""1-206"",""10-306"",""11-202"",""3-200"",""3-204""],""url"":""https://liveatvue21.securecafe.com/onlineleasing/vue-21-0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://liveatvue21.securecafe.com/onlineleasing/vue-21-0/availableunits.aspx,https://liveatvue21.securecafe.com/onlineleasing/vue-21-0/availableunits.aspx,200,,false,1,39,5,0.7142857142857143,"[""1-206"",""10-306"",""11-202"",""3-200"",""3-204""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,265098,Smith & Rio,https://www.smithandrio.com/,23,200,https://www.smithandrio.com/,,false,1,1,1,"[""https://smithandrio.securecafe.com/onlineleasing/smith-rio""]","[{""base"":""https://smithandrio.securecafe.com/onlineleasing/smith-rio"",""challenge_shell"":false,""error"":"""",""final_url"":""https://smithandrio.securecafe.com/onlineleasing/smith-rio/availableunits.aspx"",""parsed_units"":35,""position"":0,""status"":200,""target_overlap_count"":23,""target_overlap_units"":[""1002"",""1015"",""1016"",""1075"",""1083"",""2005"",""2015"",""2031"",""2034"",""2035"",""2057"",""2061"",""2088"",""3016"",""3034"",""3069"",""5004"",""5033"",""5036"",""5061"",""5067"",""5083"",""5088""],""url"":""https://smithandrio.securecafe.com/onlineleasing/smith-rio/availableunits.aspx""}]",unique_max_target_unit_overlap,https://smithandrio.securecafe.com/onlineleasing/smith-rio/availableunits.aspx,https://smithandrio.securecafe.com/onlineleasing/smith-rio/availableunits.aspx,200,,false,1,35,23,1.0,"[""1002"",""1015"",""1016"",""1075"",""1083"",""2005"",""2015"",""2031"",""2034"",""2035"",""2057"",""2061"",""2088"",""3016"",""3034"",""3069"",""5004"",""5033"",""5036"",""5061"",""5067"",""5083"",""5088""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,266700,FlatZ 520,https://flatz520.com/,20,200,https://flatz520.com/,,false,1,1,1,"[""https://flatz520.securecafe.com/onlineleasing/flatz-520""]","[{""base"":""https://flatz520.securecafe.com/onlineleasing/flatz-520"",""challenge_shell"":false,""error"":"""",""final_url"":""https://flatz520.securecafe.com/onlineleasing/flatz-520/availableunits.aspx"",""parsed_units"":84,""position"":0,""status"":200,""target_overlap_count"":20,""target_overlap_units"":[""B102"",""B107"",""B208"",""B304"",""C301"",""D103"",""D204"",""E110"",""E201"",""E309"",""E310"",""F113"",""G113"",""G114"",""G316"",""H206"",""I212"",""I214"",""I310"",""I311""],""url"":""https://flatz520.securecafe.com/onlineleasing/flatz-520/availableunits.aspx""}]",unique_max_target_unit_overlap,https://flatz520.securecafe.com/onlineleasing/flatz-520/availableunits.aspx,https://flatz520.securecafe.com/onlineleasing/flatz-520/availableunits.aspx,200,,false,1,84,20,1.0,"[""B102"",""B107"",""B208"",""B304"",""C301"",""D103"",""D204"",""E110"",""E201"",""E309"",""E310"",""F113"",""G113"",""G114"",""G316"",""H206"",""I212"",""I214"",""I310"",""I311""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,268338,Solace at Cimarron Hills,https://www.livesolacecimarron.com/,20,200,https://www.livesolacecimarron.com/,,false,1,1,1,"[""https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments""]","[{""base"":""https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments"",""challenge_shell"":false,""error"":"""",""final_url"":""https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments/availableunits.aspx"",""parsed_units"":23,""position"":0,""status"":200,""target_overlap_count"":20,""target_overlap_units"":[""A108"",""A205"",""B103"",""B201"",""B308"",""C206"",""C301"",""C302"",""D202"",""E203"",""E204"",""E206"",""G102"",""G202"",""J107"",""J205"",""J303"",""J305"",""K203"",""K304""],""url"":""https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments/availableunits.aspx""}]",unique_max_target_unit_overlap,https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments/availableunits.aspx,https://livesolacecimarron.securecafe.com/onlineleasing/solace-at-cimarron-hills-apartments/availableunits.aspx,200,,false,1,23,20,1.0,"[""A108"",""A205"",""B103"",""B201"",""B308"",""C206"",""C301"",""C302"",""D202"",""E203"",""E204"",""E206"",""G102"",""G202"",""J107"",""J205"",""J303"",""J305"",""K203"",""K304""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,268951,Logic,https://www.logicwhiteoak.com/,8,200,https://logicwhiteoak.com/,,false,1,1,1,"[""https://logicwhiteoak.securecafe.com/onlineleasing/logic""]","[{""base"":""https://logicwhiteoak.securecafe.com/onlineleasing/logic"",""challenge_shell"":false,""error"":"""",""final_url"":""https://logicwhiteoak.securecafe.com/onlineleasing/logic/availableunits.aspx"",""parsed_units"":15,""position"":0,""status"":200,""target_overlap_count"":8,""target_overlap_units"":[""231"",""260"",""328"",""332"",""428"",""452"",""5206"",""531""],""url"":""https://logicwhiteoak.securecafe.com/onlineleasing/logic/availableunits.aspx""}]",unique_max_target_unit_overlap,https://logicwhiteoak.securecafe.com/onlineleasing/logic/availableunits.aspx,https://logicwhiteoak.securecafe.com/onlineleasing/logic/availableunits.aspx,200,,false,1,15,8,1.0,"[""231"",""260"",""328"",""332"",""428"",""452"",""5206"",""531""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,273919,Avon Commons,https://www.morgan-properties.com/apartments/ny/avon/avon-commons/,2,200,https://www.morgan-properties.com/apartments/ny/avon/avon-commons/,,false,1,1,1,"[""https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0""]","[{""base"":""https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0"",""challenge_shell"":false,""error"":"""",""final_url"":""https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0/availableunits.aspx"",""parsed_units"":2,""position"":0,""status"":200,""target_overlap_count"":2,""target_overlap_units"":[""206"",""511""],""url"":""https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0/availableunits.aspx""}]",unique_max_target_unit_overlap,https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0/availableunits.aspx,https://avoncommonsapts.securecafe.com/onlineleasing/avon-commons-0/availableunits.aspx,200,,false,1,2,2,1.0,"[""206"",""511""]"
local_current_live_audit_not_canary,2026-08-01T08:33:17.555214+00:00,278305,Salerno,https://www.salernoliving.com/,1,200,https://www.salernoliving.com/,,false,1,1,1,"[""https://salernoliving.securecafe.com/onlineleasing/salerno1""]","[{""base"":""https://salernoliving.securecafe.com/onlineleasing/salerno1"",""challenge_shell"":false,""error"":"""",""final_url"":""https://salernoliving.securecafe.com/onlineleasing/salerno1/availableunits.aspx"",""parsed_units"":3,""position"":0,""status"":200,""target_overlap_count"":1,""target_overlap_units"":[""06-106""],""url"":""https://salernoliving.securecafe.com/onlineleasing/salerno1/availableunits.aspx""}]",unique_max_target_unit_overlap,https://salernoliving.securecafe.com/onlineleasing/salerno1/availableunits.aspx,https://salernoliving.securecafe.com/onlineleasing/salerno1/availableunits.aspx,200,,false,1,3,1,1.0,"[""06-106""]"
