pid,property_name,city,state,website,top_guess_conventional,top_guess_floor_plans,top_guess_models,top_guess_rentcafe_spa,top_guess_other
4880,Clairmont Reserve,Decatur,GA,www.clairmontreserve.com,https://www.clairmontreserve.com/decatur/clairmont-reserve/conventional/,https://www.clairmontreserve.com/floor-plans/,https://www.clairmontreserve.com/models,https://www.clairmontreserve.com/apartments/ga/decatur/floor-plans#/,https://www.clairmontreserve.com/Floor-plans.aspx
72935,Broadstone Los Feliz,Los Angeles,CA,https://broadstonelosfeliz.com/,https://broadstonelosfeliz.com/los-angeles/broadstone-los-feliz/conventional/,https://broadstonelosfeliz.com/floor-plans/,https://broadstonelosfeliz.com/models,https://broadstonelosfeliz.com/apartments/ca/los-angeles/floor-plans#/,https://broadstonelosfeliz.com/Floor-plans.aspx
4776,Artisan at Downtown Chandler,Chandler,AZ,https://www.liveatartisanatdowntownchandler.com/,https://www.liveatartisanatdowntownchandler.com/chandler/artisan-at-downtown-chandler/conventional/,https://www.liveatartisanatdowntownchandler.com/floor-plans/,https://www.liveatartisanatdowntownchandler.com/models,https://www.liveatartisanatdowntownchandler.com/apartments/az/chandler/floor-plans#/,https://www.liveatartisanatdowntownchandler.com/Floor-plans.aspx
73112,Somerset Place,Chicago,IL,www.somersetplace-apartments.com,https://www.somersetplace-apartments.com/chicago/somerset-place/conventional/,https://www.somersetplace-apartments.com/floor-plans/,https://www.somersetplace-apartments.com/models,https://www.somersetplace-apartments.com/apartments/il/chicago/floor-plans#/,https://www.somersetplace-apartments.com/Floor-plans.aspx
47977,The Palazzo,Tulsa,OK,http://www.palazzotulsa.com/,http://www.palazzotulsa.com/tulsa/the-palazzo/conventional/,http://www.palazzotulsa.com/floor-plans/,http://www.palazzotulsa.com/models,http://www.palazzotulsa.com/apartments/ok/tulsa/floor-plans#/,http://www.palazzotulsa.com/Floor-plans.aspx
47984,River Pointe,North Little Rock,AR,https://www.riverpointeliving.com/,https://www.riverpointeliving.com/north-little-rock/river-pointe/conventional/,https://www.riverpointeliving.com/floor-plans/,https://www.riverpointeliving.com/models,https://www.riverpointeliving.com/apartments/ar/north-little-rock/floor-plans#/,https://www.riverpointeliving.com/Floor-plans.aspx
48389,Village Gate Apartments,Fayetteville,NC,http://www.villagegatenc.com/,http://www.villagegatenc.com/fayetteville/village-gate-apartments/conventional/,http://www.villagegatenc.com/floor-plans/,http://www.villagegatenc.com/models,http://www.villagegatenc.com/apartments/nc/fayetteville/floor-plans#/,http://www.villagegatenc.com/Floor-plans.aspx
72391,Lumina,Conshohocken,PA,https://liveatlumina.com/,https://liveatlumina.com/conshohocken/lumina/conventional/,https://liveatlumina.com/floor-plans/,https://liveatlumina.com/models,https://liveatlumina.com/apartments/pa/conshohocken/floor-plans#/,https://liveatlumina.com/Floor-plans.aspx
72766,Fox Ridge,Royersford,PA,https://www.liveatfoxridge.com/?utm_source=GBP&utm_medium=organic&utm_knock=gbp,https://www.liveatfoxridge.com/royersford/fox-ridge/conventional/,https://www.liveatfoxridge.com/floor-plans/,https://www.liveatfoxridge.com/models,https://www.liveatfoxridge.com/apartments/pa/royersford/floor-plans#/,https://www.liveatfoxridge.com/Floor-plans.aspx
48075,Edgefield,Portsmouth,VA,https://www.edgefieldaptsva.com/,https://www.edgefieldaptsva.com/portsmouth/edgefield/conventional/,https://www.edgefieldaptsva.com/floor-plans/,https://www.edgefieldaptsva.com/models,https://www.edgefieldaptsva.com/apartments/va/portsmouth/floor-plans#/,https://www.edgefieldaptsva.com/Floor-plans.aspx
47945,5400 South,Tulsa,OK,https://www.5400southlc.com/,https://www.5400southlc.com/tulsa/5400-south/conventional/,https://www.5400southlc.com/floor-plans/,https://www.5400southlc.com/models,https://www.5400southlc.com/apartments/ok/tulsa/floor-plans#/,https://www.5400southlc.com/Floor-plans.aspx
72545,,,,https://www.southwoodrealty.com/community/palisades-jacksonville-apartments/,,https://www.southwoodrealty.com/floor-plans/,https://www.southwoodrealty.com/models,,https://www.southwoodrealty.com/Floor-plans.aspx
4775,Parklane Commons,Chandler,AZ,https://www.parklanecommonsaz.com/,https://www.parklanecommonsaz.com/chandler/parklane-commons/conventional/,https://www.parklanecommonsaz.com/floor-plans/,https://www.parklanecommonsaz.com/models,https://www.parklanecommonsaz.com/apartments/az/chandler/floor-plans#/,https://www.parklanecommonsaz.com/Floor-plans.aspx
72743,Della Plaza,North Versailles,PA,https://brandywinecommunities.com/properties/della-plaza/,https://brandywinecommunities.com/north-versailles/della-plaza/conventional/,https://brandywinecommunities.com/floor-plans/,https://brandywinecommunities.com/models,https://brandywinecommunities.com/apartments/pa/north-versailles/floor-plans#/,https://brandywinecommunities.com/Floor-plans.aspx
48564,Arrive Thousand Oaks,Thousand Oaks,CA,https://arrivethousandoaks.com/,https://arrivethousandoaks.com/thousand-oaks/arrive-thousand-oaks/conventional/,https://arrivethousandoaks.com/floor-plans/,https://arrivethousandoaks.com/models,https://arrivethousandoaks.com/apartments/ca/thousand-oaks/floor-plans#/,https://arrivethousandoaks.com/Floor-plans.aspx
48752,Valley Ridge Apartments,El Paso,TX,http://www.valleyridgeapts.com/,http://www.valleyridgeapts.com/el-paso/valley-ridge-apartments/conventional/,http://www.valleyridgeapts.com/floor-plans/,http://www.valleyridgeapts.com/models,http://www.valleyridgeapts.com/apartments/tx/el-paso/floor-plans#/,http://www.valleyridgeapts.com/Floor-plans.aspx
73159,Sundance at Baxter Meadows,Bozeman,MT,https://baxtermeadowsapts.com/,https://baxtermeadowsapts.com/bozeman/sundance-at-baxter-meadows/conventional/,https://baxtermeadowsapts.com/floor-plans/,https://baxtermeadowsapts.com/models,https://baxtermeadowsapts.com/apartments/mt/bozeman/floor-plans#/,https://baxtermeadowsapts.com/Floor-plans.aspx
7287,Ashford Willow Falls,Houston,TX,https://www.ashfordwillowfalls.com/,https://www.ashfordwillowfalls.com/houston/ashford-willow-falls/conventional/,https://www.ashfordwillowfalls.com/floor-plans/,https://www.ashfordwillowfalls.com/models,https://www.ashfordwillowfalls.com/apartments/tx/houston/floor-plans#/,https://www.ashfordwillowfalls.com/Floor-plans.aspx
47991,Rose Vista,Roseville,MN,https://www.myrosevistahome.com/,https://www.myrosevistahome.com/roseville/rose-vista/conventional/,https://www.myrosevistahome.com/floor-plans/,https://www.myrosevistahome.com/models,https://www.myrosevistahome.com/apartments/mn/roseville/floor-plans#/,https://www.myrosevistahome.com/Floor-plans.aspx
48092,Edgewater Village,Greensboro,NC,https://www.edgewatervillageapts.com/,https://www.edgewatervillageapts.com/greensboro/edgewater-village/conventional/,https://www.edgewatervillageapts.com/floor-plans/,https://www.edgewatervillageapts.com/models,https://www.edgewatervillageapts.com/apartments/nc/greensboro/floor-plans#/,https://www.edgewatervillageapts.com/Floor-plans.aspx
47878,Port Royal At Spring Hill,Spring Hill,TN,https://www.portroyaltn.com/,https://www.portroyaltn.com/spring-hill/port-royal-at-spring-hill/conventional/,https://www.portroyaltn.com/floor-plans/,https://www.portroyaltn.com/models,https://www.portroyaltn.com/apartments/tn/spring-hill/floor-plans#/,https://www.portroyaltn.com/Floor-plans.aspx
486,,,,https://rwoodapts.prospectportal.com/,,https://rwoodapts.prospectportal.com/floor-plans/,https://rwoodapts.prospectportal.com/models,,https://rwoodapts.prospectportal.com/Floor-plans.aspx
48668,Arbour,Maumelle,AR,https://www.thearboursmaumelle.com/,https://www.thearboursmaumelle.com/maumelle/arbour/conventional/,https://www.thearboursmaumelle.com/floor-plans/,https://www.thearboursmaumelle.com/models,https://www.thearboursmaumelle.com/apartments/ar/maumelle/floor-plans#/,https://www.thearboursmaumelle.com/Floor-plans.aspx
47982,Dwell at Greenridge,North Charleston,SC,https://www.dwellatgreenridge.com/,https://www.dwellatgreenridge.com/north-charleston/dwell-at-greenridge/conventional/,https://www.dwellatgreenridge.com/floor-plans/,https://www.dwellatgreenridge.com/models,https://www.dwellatgreenridge.com/apartments/sc/north-charleston/floor-plans#/,https://www.dwellatgreenridge.com/Floor-plans.aspx
47750,The Ridge At Chestnut Hill,Columbus,OH,https://www.theridgeatchestnuthillapts.com/,https://www.theridgeatchestnuthillapts.com/columbus/the-ridge-at-chestnut-hill/conventional/,https://www.theridgeatchestnuthillapts.com/floor-plans/,https://www.theridgeatchestnuthillapts.com/models,https://www.theridgeatchestnuthillapts.com/apartments/oh/columbus/floor-plans#/,https://www.theridgeatchestnuthillapts.com/Floor-plans.aspx
73104,ICO Mayfield,Pleasant Grove,UT,www.liveatmayfield.com,https://www.liveatmayfield.com/pleasant-grove/ico-mayfield/conventional/,https://www.liveatmayfield.com/floor-plans/,https://www.liveatmayfield.com/models,https://www.liveatmayfield.com/apartments/ut/pleasant-grove/floor-plans#/,https://www.liveatmayfield.com/Floor-plans.aspx
73179,Lory of Savannah,Savannah,GA,https://www.theloryofsavannah.com/,https://www.theloryofsavannah.com/savannah/lory-of-savannah/conventional/,https://www.theloryofsavannah.com/floor-plans/,https://www.theloryofsavannah.com/models,https://www.theloryofsavannah.com/apartments/ga/savannah/floor-plans#/,https://www.theloryofsavannah.com/Floor-plans.aspx
72723,River View Apartments,Coeur d'Alene,ID,https://www.riverviewapts.net/,https://www.riverviewapts.net/coeur-dalene/river-view-apartments/conventional/,https://www.riverviewapts.net/floor-plans/,https://www.riverviewapts.net/models,https://www.riverviewapts.net/apartments/id/coeur-dalene/floor-plans#/,https://www.riverviewapts.net/Floor-plans.aspx
72631,Linden Lane,Puyallup,WA,http://www.lindenlaneapartmenthomes.com/,http://www.lindenlaneapartmenthomes.com/puyallup/linden-lane/conventional/,http://www.lindenlaneapartmenthomes.com/floor-plans/,http://www.lindenlaneapartmenthomes.com/models,http://www.lindenlaneapartmenthomes.com/apartments/wa/puyallup/floor-plans#/,http://www.lindenlaneapartmenthomes.com/Floor-plans.aspx
73573,Warwick Court Townhomes,Kansas City,MO,http://www.warwickcourttownhomes.com/,http://www.warwickcourttownhomes.com/kansas-city/warwick-court-townhomes/conventional/,http://www.warwickcourttownhomes.com/floor-plans/,http://www.warwickcourttownhomes.com/models,http://www.warwickcourttownhomes.com/apartments/mo/kansas-city/floor-plans#/,http://www.warwickcourttownhomes.com/Floor-plans.aspx
281503,Magnolia on Main,Roanoke,TX,https://www.liveatmagnolia.com/homes/tx/fortworth/magnolia-on-main--8c41ac2869694/,https://www.liveatmagnolia.com/roanoke/magnolia-on-main/conventional/,https://www.liveatmagnolia.com/floor-plans/,https://www.liveatmagnolia.com/models,https://www.liveatmagnolia.com/apartments/tx/roanoke/floor-plans#/,https://www.liveatmagnolia.com/Floor-plans.aspx
282594,Timbercreek,Greensboro,NC,https://www.livewithtimbercreek.com/,https://www.livewithtimbercreek.com/greensboro/timbercreek/conventional/,https://www.livewithtimbercreek.com/floor-plans/,https://www.livewithtimbercreek.com/models,https://www.livewithtimbercreek.com/apartments/nc/greensboro/floor-plans#/,https://www.livewithtimbercreek.com/Floor-plans.aspx
282530,Lumos,Cleveland,OH,https://thelumosapts.com/,https://thelumosapts.com/cleveland/lumos/conventional/,https://thelumosapts.com/floor-plans/,https://thelumosapts.com/models,https://thelumosapts.com/apartments/oh/cleveland/floor-plans#/,https://thelumosapts.com/Floor-plans.aspx
281344,Deca Court,Tacoma,WA,https://www.decacourtapts.com/,https://www.decacourtapts.com/tacoma/deca-court/conventional/,https://www.decacourtapts.com/floor-plans/,https://www.decacourtapts.com/models,https://www.decacourtapts.com/apartments/wa/tacoma/floor-plans#/,https://www.decacourtapts.com/Floor-plans.aspx
282555,Ashford Villas,Chattanooga,TN,https://ashfordvillasapts.com/,https://ashfordvillasapts.com/chattanooga/ashford-villas/conventional/,https://ashfordvillasapts.com/floor-plans/,https://ashfordvillasapts.com/models,https://ashfordvillasapts.com/apartments/tn/chattanooga/floor-plans#/,https://ashfordvillasapts.com/Floor-plans.aspx
28085,Canyon Square Townhomes,Jacksonville,FL,http://www.canyonsquare.com/,http://www.canyonsquare.com/jacksonville/canyon-square-townhomes/conventional/,http://www.canyonsquare.com/floor-plans/,http://www.canyonsquare.com/models,http://www.canyonsquare.com/apartments/fl/jacksonville/floor-plans#/,http://www.canyonsquare.com/Floor-plans.aspx
282340,The Bend at Gretna,Gretna,NE,https://www.thebendatgretna.com/,https://www.thebendatgretna.com/gretna/the-bend-at-gretna/conventional/,https://www.thebendatgretna.com/floor-plans/,https://www.thebendatgretna.com/models,https://www.thebendatgretna.com/apartments/ne/gretna/floor-plans#/,https://www.thebendatgretna.com/Floor-plans.aspx
281770,St. Clair Terrace,Hagerstown,MD,https://www.theapartmentgallery.com/communities/st-clair-terrace#k=90237,https://www.theapartmentgallery.com/hagerstown/st-clair-terrace/conventional/,https://www.theapartmentgallery.com/floor-plans/,https://www.theapartmentgallery.com/models,https://www.theapartmentgallery.com/apartments/md/hagerstown/floor-plans#/,https://www.theapartmentgallery.com/Floor-plans.aspx
281703,Daynor,Tacoma,WA,https://www.thedaynorapts.com/,https://www.thedaynorapts.com/tacoma/daynor/conventional/,https://www.thedaynorapts.com/floor-plans/,https://www.thedaynorapts.com/models,https://www.thedaynorapts.com/apartments/wa/tacoma/floor-plans#/,https://www.thedaynorapts.com/Floor-plans.aspx
282754,The 24 III,Chatsworth,CA,https://www.the24.com/,https://www.the24.com/chatsworth/the-24-iii/conventional/,https://www.the24.com/floor-plans/,https://www.the24.com/models,https://www.the24.com/apartments/ca/chatsworth/floor-plans#/,https://www.the24.com/Floor-plans.aspx
282930,Spring Ridge on Fletcher,Hayward,CA,http://www.springridgeonfletcher.com/?utm_knock=g,http://www.springridgeonfletcher.com/hayward/spring-ridge-on-fletcher/conventional/,http://www.springridgeonfletcher.com/floor-plans/,http://www.springridgeonfletcher.com/models,http://www.springridgeonfletcher.com/apartments/ca/hayward/floor-plans#/,http://www.springridgeonfletcher.com/Floor-plans.aspx
281982,Southton,Elmendorf,TX,https://www.southtonapts.com/,https://www.southtonapts.com/elmendorf/southton/conventional/,https://www.southtonapts.com/floor-plans/,https://www.southtonapts.com/models,https://www.southtonapts.com/apartments/tx/elmendorf/floor-plans#/,https://www.southtonapts.com/Floor-plans.aspx
293667,Grand Lake Towers,Oakland,CA,https://www.lakemerrittapartments.com/oakland/grand-lake-towers/conventional/,https://www.lakemerrittapartments.com/oakland/grand-lake-towers/conventional/,https://www.lakemerrittapartments.com/floor-plans/,https://www.lakemerrittapartments.com/models,https://www.lakemerrittapartments.com/apartments/ca/oakland/floor-plans#/,https://www.lakemerrittapartments.com/Floor-plans.aspx
293112,Riverview,Peterborough,NH,https://keystonemanagement.com/peterborough-new-hampshire-apartments/riverview-apartments/,https://keystonemanagement.com/peterborough/riverview/conventional/,https://keystonemanagement.com/floor-plans/,https://keystonemanagement.com/models,https://keystonemanagement.com/apartments/nh/peterborough/floor-plans#/,https://keystonemanagement.com/Floor-plans.aspx
29448,Manor Homes of Fox Crest,Kansas City,MO,http://www.manorhomesapts.com/,http://www.manorhomesapts.com/kansas-city/manor-homes-of-fox-crest/conventional/,http://www.manorhomesapts.com/floor-plans/,http://www.manorhomesapts.com/models,http://www.manorhomesapts.com/apartments/mo/kansas-city/floor-plans#/,http://www.manorhomesapts.com/Floor-plans.aspx
291774,Gallatin Village,Bend,OR,https://www.123taylor.com/gallatin-village,https://www.123taylor.com/bend/gallatin-village/conventional/,https://www.123taylor.com/floor-plans/,https://www.123taylor.com/models,https://www.123taylor.com/apartments/or/bend/floor-plans#/,https://www.123taylor.com/Floor-plans.aspx
293332,Taverna at the Forum,Fort Myers,FL,https://livetavernaftmyers.com/,https://livetavernaftmyers.com/fort-myers/taverna-at-the-forum/conventional/,https://livetavernaftmyers.com/floor-plans/,https://livetavernaftmyers.com/models,https://livetavernaftmyers.com/apartments/fl/fort-myers/floor-plans#/,https://livetavernaftmyers.com/Floor-plans.aspx
293154,Kinsley,Bethel,CT,https://www.kinsleyct.com/,https://www.kinsleyct.com/bethel/kinsley/conventional/,https://www.kinsleyct.com/floor-plans/,https://www.kinsleyct.com/models,https://www.kinsleyct.com/apartments/ct/bethel/floor-plans#/,https://www.kinsleyct.com/Floor-plans.aspx
293923,,,,https://www.woodsatcountrysidecrossing.com/,,https://www.woodsatcountrysidecrossing.com/floor-plans/,https://www.woodsatcountrysidecrossing.com/models,,https://www.woodsatcountrysidecrossing.com/Floor-plans.aspx
294493,,,,https://krcapartments.com/property-detail/?propid=587&propname=Ashland%20Apartments,,https://krcapartments.com/floor-plans/,https://krcapartments.com/models,,https://krcapartments.com/Floor-plans.aspx
292955,3140 Clybourn,Chicago,IL,https://www.3140clybourn.com/,https://www.3140clybourn.com/chicago/3140-clybourn/conventional/,https://www.3140clybourn.com/floor-plans/,https://www.3140clybourn.com/models,https://www.3140clybourn.com/apartments/il/chicago/floor-plans#/,https://www.3140clybourn.com/Floor-plans.aspx
2948,Crystal Woods of Alexandria,Alexandria,VA,www.crystalwoodsapts.com,https://www.crystalwoodsapts.com/alexandria/crystal-woods-of-alexandria/conventional/,https://www.crystalwoodsapts.com/floor-plans/,https://www.crystalwoodsapts.com/models,https://www.crystalwoodsapts.com/apartments/va/alexandria/floor-plans#/,https://www.crystalwoodsapts.com/Floor-plans.aspx
294552,Red Hawk Laurel Grey,Bend,OR,https://www.redhawklaurelgrey.com/,https://www.redhawklaurelgrey.com/bend/red-hawk-laurel-grey/conventional/,https://www.redhawklaurelgrey.com/floor-plans/,https://www.redhawklaurelgrey.com/models,https://www.redhawklaurelgrey.com/apartments/or/bend/floor-plans#/,https://www.redhawklaurelgrey.com/Floor-plans.aspx
292744,Chartwell Commons at Green Lea,Gallatin,TN,https://www.chartwellcommonsatgreenlea.com/,https://www.chartwellcommonsatgreenlea.com/gallatin/chartwell-commons-at-green-lea/conventional/,https://www.chartwellcommonsatgreenlea.com/floor-plans/,https://www.chartwellcommonsatgreenlea.com/models,https://www.chartwellcommonsatgreenlea.com/apartments/tn/gallatin/floor-plans#/,https://www.chartwellcommonsatgreenlea.com/Floor-plans.aspx
294610,Virginia Flats,St Paul,MN,https://krcapartments.com/property-detail/virginia-flats/,https://krcapartments.com/st-paul/virginia-flats/conventional/,https://krcapartments.com/floor-plans/,https://krcapartments.com/models,https://krcapartments.com/apartments/mn/st-paul/floor-plans#/,https://krcapartments.com/Floor-plans.aspx
294795,Emerson 2537,Minneapolis,MN,https://krcapartments.com/property-detail/?propid=632&propname=2537%20Emerson,https://krcapartments.com/minneapolis/emerson-2537/conventional/,https://krcapartments.com/floor-plans/,https://krcapartments.com/models,https://krcapartments.com/apartments/mn/minneapolis/floor-plans#/,https://krcapartments.com/Floor-plans.aspx
24180,Pinnacle at Otay Ranch,Chula Vista,CA,https://www.essexapartmenthomes.com/california/san-diego-area-apartments/chula-vista-apartments/pinnacle-otay-ranch,https://www.essexapartmenthomes.com/chula-vista/pinnacle-at-otay-ranch/conventional/,https://www.essexapartmenthomes.com/floor-plans/,https://www.essexapartmenthomes.com/models,https://www.essexapartmenthomes.com/apartments/ca/chula-vista/floor-plans#/,https://www.essexapartmenthomes.com/Floor-plans.aspx
242360,Oaks Vernon,Edina,MN,http://www.oaksvernon.com/,http://www.oaksvernon.com/edina/oaks-vernon/conventional/,http://www.oaksvernon.com/floor-plans/,http://www.oaksvernon.com/models,http://www.oaksvernon.com/apartments/mn/edina/floor-plans#/,http://www.oaksvernon.com/Floor-plans.aspx
243358,The Villas of Castleton,Marietta,PA,http://www.castletonvillas.com/,http://www.castletonvillas.com/marietta/the-villas-of-castleton/conventional/,http://www.castletonvillas.com/floor-plans/,http://www.castletonvillas.com/models,http://www.castletonvillas.com/apartments/pa/marietta/floor-plans#/,http://www.castletonvillas.com/Floor-plans.aspx
242349,Reveal on the Lake,Rowlett,TX,https://www.revealonthelake.com/,https://www.revealonthelake.com/rowlett/reveal-on-the-lake/conventional/,https://www.revealonthelake.com/floor-plans/,https://www.revealonthelake.com/models,https://www.revealonthelake.com/apartments/tx/rowlett/floor-plans#/,https://www.revealonthelake.com/Floor-plans.aspx
24332,Parkway Green,Union City,CA,https://www.parkwaygreenapts.com/,https://www.parkwaygreenapts.com/union-city/parkway-green/conventional/,https://www.parkwaygreenapts.com/floor-plans/,https://www.parkwaygreenapts.com/models,https://www.parkwaygreenapts.com/apartments/ca/union-city/floor-plans#/,https://www.parkwaygreenapts.com/Floor-plans.aspx
241981,Hills At Sandy Station,Sandy,UT,www.hillsatsandystation.com,https://www.hillsatsandystation.com/sandy/hills-at-sandy-station/conventional/,https://www.hillsatsandystation.com/floor-plans/,https://www.hillsatsandystation.com/models,https://www.hillsatsandystation.com/apartments/ut/sandy/floor-plans#/,https://www.hillsatsandystation.com/Floor-plans.aspx
24315,Riley Square,Santa Clara,CA,https://www.essexapartmenthomes.com/apartments/santa-clara/riley-square,https://www.essexapartmenthomes.com/santa-clara/riley-square/conventional/,https://www.essexapartmenthomes.com/floor-plans/,https://www.essexapartmenthomes.com/models,https://www.essexapartmenthomes.com/apartments/ca/santa-clara/floor-plans#/,https://www.essexapartmenthomes.com/Floor-plans.aspx
23534,Chateau Spring Hill,La Mesa,CA,https://www.springhill-apt.rentals/,https://www.springhill-apt.rentals/la-mesa/chateau-spring-hill/conventional/,https://www.springhill-apt.rentals/floor-plans/,https://www.springhill-apt.rentals/models,https://www.springhill-apt.rentals/apartments/ca/la-mesa/floor-plans#/,https://www.springhill-apt.rentals/Floor-plans.aspx
234915,Fox Glen,Baltimore,MD,www.livefoxglen.com,https://www.livefoxglen.com/baltimore/fox-glen/conventional/,https://www.livefoxglen.com/floor-plans/,https://www.livefoxglen.com/models,https://www.livefoxglen.com/apartments/md/baltimore/floor-plans#/,https://www.livefoxglen.com/Floor-plans.aspx
235108,Enzo,Irvine,CA,https://www.enzoapartments.com/,https://www.enzoapartments.com/irvine/enzo/conventional/,https://www.enzoapartments.com/floor-plans/,https://www.enzoapartments.com/models,https://www.enzoapartments.com/apartments/ca/irvine/floor-plans#/,https://www.enzoapartments.com/Floor-plans.aspx
235372,Marley Manor I & II,Salisbury,MD,https://livemarleymanor.com/,https://livemarleymanor.com/salisbury/marley-manor-i-ii/conventional/,https://livemarleymanor.com/floor-plans/,https://livemarleymanor.com/models,https://livemarleymanor.com/apartments/md/salisbury/floor-plans#/,https://livemarleymanor.com/Floor-plans.aspx
234930,Southwind Prairie Apartment Homes II,Lake Geneva,WI,http://southwindprairie.com/,http://southwindprairie.com/lake-geneva/southwind-prairie-apartment-homes-ii/conventional/,http://southwindprairie.com/floor-plans/,http://southwindprairie.com/models,http://southwindprairie.com/apartments/wi/lake-geneva/floor-plans#/,http://southwindprairie.com/Floor-plans.aspx
234945,IMT Belasera at Superior,Northridge,CA,https://www.imtresidential.com/imtbelaseraatsuperior/,https://www.imtresidential.com/northridge/imt-belasera-at-superior/conventional/,https://www.imtresidential.com/floor-plans/,https://www.imtresidential.com/models,https://www.imtresidential.com/apartments/ca/northridge/floor-plans#/,https://www.imtresidential.com/Floor-plans.aspx
234971,Paladia,Playa Vista,CA,https://www.theventanaapartments.com/,https://www.theventanaapartments.com/playa-vista/paladia/conventional/,https://www.theventanaapartments.com/floor-plans/,https://www.theventanaapartments.com/models,https://www.theventanaapartments.com/apartments/ca/playa-vista/floor-plans#/,https://www.theventanaapartments.com/Floor-plans.aspx
235473,,,,http://www.rooftop252.com/,,http://www.rooftop252.com/floor-plans/,http://www.rooftop252.com/models,,http://www.rooftop252.com/Floor-plans.aspx
23542,Trailpoint at The Woodlands,The Woodlands,TX,http://www.liveattrailpoint.com/,http://www.liveattrailpoint.com/the-woodlands/trailpoint-at-the-woodlands/conventional/,http://www.liveattrailpoint.com/floor-plans/,http://www.liveattrailpoint.com/models,http://www.liveattrailpoint.com/apartments/tx/the-woodlands/floor-plans#/,http://www.liveattrailpoint.com/Floor-plans.aspx
234975,Huntley,Aiken,SC,https://www.liveaikensc.com/,https://www.liveaikensc.com/aiken/huntley/conventional/,https://www.liveaikensc.com/floor-plans/,https://www.liveaikensc.com/models,https://www.liveaikensc.com/apartments/sc/aiken/floor-plans#/,https://www.liveaikensc.com/Floor-plans.aspx
236157,Witham Village,Corvallis,OR,https://www.withamvillageapartments.com/,https://www.withamvillageapartments.com/corvallis/witham-village/conventional/,https://www.withamvillageapartments.com/floor-plans/,https://www.withamvillageapartments.com/models,https://www.withamvillageapartments.com/apartments/or/corvallis/floor-plans#/,https://www.withamvillageapartments.com/Floor-plans.aspx
236164,,,,https://villagegreen.com/mi/lansing/village-green-of-lansing/?utm_source=Google&utm_medium=Local%20Map%20Pack,,https://villagegreen.com/floor-plans/,https://villagegreen.com/models,,https://villagegreen.com/Floor-plans.aspx
276784,View 22,Clinton,NJ,https://liveatview22.com/,https://liveatview22.com/clinton/view-22/conventional/,https://liveatview22.com/floor-plans/,https://liveatview22.com/models,https://liveatview22.com/apartments/nj/clinton/floor-plans#/,https://liveatview22.com/Floor-plans.aspx
277708,LC New Albany - Exchange,New Albany,OH,https://lcnewalbany.prospectportal.com/,https://lcnewalbany.prospectportal.com/new-albany/lc-new-albany-exchange/conventional/,https://lcnewalbany.prospectportal.com/floor-plans/,https://lcnewalbany.prospectportal.com/models,https://lcnewalbany.prospectportal.com/apartments/oh/new-albany/floor-plans#/,https://lcnewalbany.prospectportal.com/Floor-plans.aspx
276154,,,,https://www.thedominoindy.com/,,https://www.thedominoindy.com/floor-plans/,https://www.thedominoindy.com/models,,https://www.thedominoindy.com/Floor-plans.aspx
276548,Villas at Sandy Creek,Sandusky,OH,https://villasatsandycreek.com/,https://villasatsandycreek.com/sandusky/villas-at-sandy-creek/conventional/,https://villasatsandycreek.com/floor-plans/,https://villasatsandycreek.com/models,https://villasatsandycreek.com/apartments/oh/sandusky/floor-plans#/,https://villasatsandycreek.com/Floor-plans.aspx
277583,Alta French Hill,Marlborough,MA,https://altafrenchhill.com/,https://altafrenchhill.com/marlborough/alta-french-hill/conventional/,https://altafrenchhill.com/floor-plans/,https://altafrenchhill.com/models,https://altafrenchhill.com/apartments/ma/marlborough/floor-plans#/,https://altafrenchhill.com/Floor-plans.aspx
27617,Arbors of Gahanna,Gahanna,OH,https://arborsgahanna.com/,https://arborsgahanna.com/gahanna/arbors-of-gahanna/conventional/,https://arborsgahanna.com/floor-plans/,https://arborsgahanna.com/models,https://arborsgahanna.com/apartments/oh/gahanna/floor-plans#/,https://arborsgahanna.com/Floor-plans.aspx
277576,The Gardens on 40th,South Ogden,UT,https://www.gardenson40th.com/,https://www.gardenson40th.com/south-ogden/the-gardens-on-40th/conventional/,https://www.gardenson40th.com/floor-plans/,https://www.gardenson40th.com/models,https://www.gardenson40th.com/apartments/ut/south-ogden/floor-plans#/,https://www.gardenson40th.com/Floor-plans.aspx
276162,Modera Academical Village I,Davie,FL,https://www.moderaacademicalvillage.com/,https://www.moderaacademicalvillage.com/davie/modera-academical-village-i/conventional/,https://www.moderaacademicalvillage.com/floor-plans/,https://www.moderaacademicalvillage.com/models,https://www.moderaacademicalvillage.com/apartments/fl/davie/floor-plans#/,https://www.moderaacademicalvillage.com/Floor-plans.aspx
278316,The Gateway at Maverick Square,Boston,MA,https://www.gatewayatmavericksq.com/,https://www.gatewayatmavericksq.com/boston/the-gateway-at-maverick-square/conventional/,https://www.gatewayatmavericksq.com/floor-plans/,https://www.gatewayatmavericksq.com/models,https://www.gatewayatmavericksq.com/apartments/ma/boston/floor-plans#/,https://www.gatewayatmavericksq.com/Floor-plans.aspx
277582,Frontera at Pioneer Meadows,Sparks,NV,https://leasefrontera.com/,https://leasefrontera.com/sparks/frontera-at-pioneer-meadows/conventional/,https://leasefrontera.com/floor-plans/,https://leasefrontera.com/models,https://leasefrontera.com/apartments/nv/sparks/floor-plans#/,https://leasefrontera.com/Floor-plans.aspx
