pid,property_name,city,state,website,top_guess_conventional,top_guess_floor_plans,top_guess_models,top_guess_rentcafe_spa,top_guess_other
23671,Penthouse,San Diego,CA,www.penthousebysdsu.com/,https://www.penthousebysdsu.com/san-diego/penthouse/conventional/,https://www.penthousebysdsu.com/floor-plans/,https://www.penthousebysdsu.com/models,https://www.penthousebysdsu.com/apartments/ca/san-diego/floor-plans#/,https://www.penthousebysdsu.com/Floor-plans.aspx
23760,Ashton Glen,Manassas,VA,http://www.ashtonglen.com/,http://www.ashtonglen.com/manassas/ashton-glen/conventional/,http://www.ashtonglen.com/floor-plans/,http://www.ashtonglen.com/models,http://www.ashtonglen.com/apartments/va/manassas/floor-plans#/,http://www.ashtonglen.com/Floor-plans.aspx
17303,Santa Rosa,Phoenix,AZ,http://www.santarosaapartmenthomes.com/,http://www.santarosaapartmenthomes.com/phoenix/santa-rosa/conventional/,http://www.santarosaapartmenthomes.com/floor-plans/,http://www.santarosaapartmenthomes.com/models,http://www.santarosaapartmenthomes.com/apartments/az/phoenix/floor-plans#/,http://www.santarosaapartmenthomes.com/Floor-plans.aspx
236447,Prescott at West Hills,Knoxville,TN,https://www.prescottwesthills.com/,https://www.prescottwesthills.com/knoxville/prescott-at-west-hills/conventional/,https://www.prescottwesthills.com/floor-plans/,https://www.prescottwesthills.com/models,https://www.prescottwesthills.com/apartments/tn/knoxville/floor-plans#/,https://www.prescottwesthills.com/Floor-plans.aspx
13339,Woodstone,Austin,TX,https://www.woodstoneaustin.com,https://www.woodstoneaustin.com/austin/woodstone/conventional/,https://www.woodstoneaustin.com/floor-plans/,https://www.woodstoneaustin.com/models,https://www.woodstoneaustin.com/apartments/tx/austin/floor-plans#/,https://www.woodstoneaustin.com/Floor-plans.aspx
236394,RiverPoint,Washington,DC,https://www.riverpointdc.com/,https://www.riverpointdc.com/washington/riverpoint/conventional/,https://www.riverpointdc.com/floor-plans/,https://www.riverpointdc.com/models,https://www.riverpointdc.com/apartments/dc/washington/floor-plans#/,https://www.riverpointdc.com/Floor-plans.aspx
13477,Flatiron District at Austin Ranch,The Colony,TX,http://flatirondistrictataustinranch.com/,http://flatirondistrictataustinranch.com/the-colony/flatiron-district-at-austin-ranch/conventional/,http://flatirondistrictataustinranch.com/floor-plans/,http://flatirondistrictataustinranch.com/models,http://flatirondistrictataustinranch.com/apartments/tx/the-colony/floor-plans#/,http://flatirondistrictataustinranch.com/Floor-plans.aspx
1713,Brook Lane,Milwaukee,WI,https://www.brooklaneapts.com/,https://www.brooklaneapts.com/milwaukee/brook-lane/conventional/,https://www.brooklaneapts.com/floor-plans/,https://www.brooklaneapts.com/models,https://www.brooklaneapts.com/apartments/wi/milwaukee/floor-plans#/,https://www.brooklaneapts.com/Floor-plans.aspx
1759,,,,https://www.tarowalk.com/,,https://www.tarowalk.com/floor-plans/,https://www.tarowalk.com/models,,https://www.tarowalk.com/Floor-plans.aspx
17355,Merrill House,Falls Church,VA,https://www.eaglerockproperties.com/apartments/va/falls-church/merrill-house/,https://www.eaglerockproperties.com/falls-church/merrill-house/conventional/,https://www.eaglerockproperties.com/floor-plans/,https://www.eaglerockproperties.com/models,https://www.eaglerockproperties.com/apartments/va/falls-church/floor-plans#/,https://www.eaglerockproperties.com/Floor-plans.aspx
17158,Ashford Casa Serena,Houston,TX,https://www.ashfordcasaserena.com/,https://www.ashfordcasaserena.com/houston/ashford-casa-serena/conventional/,https://www.ashfordcasaserena.com/floor-plans/,https://www.ashfordcasaserena.com/models,https://www.ashfordcasaserena.com/apartments/tx/houston/floor-plans#/,https://www.ashfordcasaserena.com/Floor-plans.aspx
1786,Austin Midtown,Austin,TX,http://www.austinmidtownapts.com/,http://www.austinmidtownapts.com/austin/austin-midtown/conventional/,http://www.austinmidtownapts.com/floor-plans/,http://www.austinmidtownapts.com/models,http://www.austinmidtownapts.com/apartments/tx/austin/floor-plans#/,http://www.austinmidtownapts.com/Floor-plans.aspx
1748,Cedars 94,Minneapolis,MN,www.mycedars94home.com,https://www.mycedars94home.com/minneapolis/cedars-94/conventional/,https://www.mycedars94home.com/floor-plans/,https://www.mycedars94home.com/models,https://www.mycedars94home.com/apartments/mn/minneapolis/floor-plans#/,https://www.mycedars94home.com/Floor-plans.aspx
17541,Greentree Gardens,San Bernardino,CA,https://www.allenproperties.net/greentree-gardens-san-bernardino-ca/,https://www.allenproperties.net/san-bernardino/greentree-gardens/conventional/,https://www.allenproperties.net/floor-plans/,https://www.allenproperties.net/models,https://www.allenproperties.net/apartments/ca/san-bernardino/floor-plans#/,https://www.allenproperties.net/Floor-plans.aspx
238082,The Bexley,Hoboken,NJ,http://www.livebexley.com/,http://www.livebexley.com/hoboken/the-bexley/conventional/,http://www.livebexley.com/floor-plans/,http://www.livebexley.com/models,http://www.livebexley.com/apartments/nj/hoboken/floor-plans#/,http://www.livebexley.com/Floor-plans.aspx
13181,Park Hill at Issaquah,Issaquah,WA,https://www.essexapartmenthomes.com/apartments/park-hill-at-issaquah,https://www.essexapartmenthomes.com/issaquah/park-hill-at-issaquah/conventional/,https://www.essexapartmenthomes.com/floor-plans/,https://www.essexapartmenthomes.com/models,https://www.essexapartmenthomes.com/apartments/wa/issaquah/floor-plans#/,https://www.essexapartmenthomes.com/Floor-plans.aspx
236914,Woodbridge,Fort Wayne,IN,https://gowoodbridgefortwayne.com/,https://gowoodbridgefortwayne.com/fort-wayne/woodbridge/conventional/,https://gowoodbridgefortwayne.com/floor-plans/,https://gowoodbridgefortwayne.com/models,https://gowoodbridgefortwayne.com/apartments/in/fort-wayne/floor-plans#/,https://gowoodbridgefortwayne.com/Floor-plans.aspx
227790,The Charles,Salt Lake City,UT,https://thecharlesslc.com/,https://thecharlesslc.com/salt-lake-city/the-charles/conventional/,https://thecharlesslc.com/floor-plans/,https://thecharlesslc.com/models,https://thecharlesslc.com/apartments/ut/salt-lake-city/floor-plans#/,https://thecharlesslc.com/Floor-plans.aspx
23723,Pheasant Run,Nashua,NH,http://www.yourpheasantrun.com/,http://www.yourpheasantrun.com/nashua/pheasant-run/conventional/,http://www.yourpheasantrun.com/floor-plans/,http://www.yourpheasantrun.com/models,http://www.yourpheasantrun.com/apartments/nh/nashua/floor-plans#/,http://www.yourpheasantrun.com/Floor-plans.aspx
236298,Strasser Village,Manhattan,KS,https://mcculloughcorporate.prospectportal.com/manhattan/strasser-village-300-n-4th-street,https://mcculloughcorporate.prospectportal.com/manhattan/strasser-village/conventional/,https://mcculloughcorporate.prospectportal.com/floor-plans/,https://mcculloughcorporate.prospectportal.com/models,https://mcculloughcorporate.prospectportal.com/apartments/ks/manhattan/floor-plans#/,https://mcculloughcorporate.prospectportal.com/Floor-plans.aspx
228549,Maker,Sacramento,CA,https://makermidtown.com/,https://makermidtown.com/sacramento/maker/conventional/,https://makermidtown.com/floor-plans/,https://makermidtown.com/models,https://makermidtown.com/apartments/ca/sacramento/floor-plans#/,https://makermidtown.com/Floor-plans.aspx
2375,The Grove Luxury,Petaluma,CA,https://www.thegroveluxuryapartments.com/,https://www.thegroveluxuryapartments.com/petaluma/the-grove-luxury/conventional/,https://www.thegroveluxuryapartments.com/floor-plans/,https://www.thegroveluxuryapartments.com/models,https://www.thegroveluxuryapartments.com/apartments/ca/petaluma/floor-plans#/,https://www.thegroveluxuryapartments.com/Floor-plans.aspx
13556,Pine Bluffs,Colorado Springs,CO,http://www.pinebluffsapartments.com/,http://www.pinebluffsapartments.com/colorado-springs/pine-bluffs/conventional/,http://www.pinebluffsapartments.com/floor-plans/,http://www.pinebluffsapartments.com/models,http://www.pinebluffsapartments.com/apartments/co/colorado-springs/floor-plans#/,http://www.pinebluffsapartments.com/Floor-plans.aspx
236586,,,,https://www.ColtonCreekApartments.com,,https://www.ColtonCreekApartments.com/floor-plans/,https://www.ColtonCreekApartments.com/models,,https://www.ColtonCreekApartments.com/Floor-plans.aspx
13341,Heritage Ridge Apartments,Lynnwood,WA,http://www.equityapartments.com/washington/seattle-apartments/lynnwood/heritage-ridge-apartments.aspx,http://www.equityapartments.com/lynnwood/heritage-ridge-apartments/conventional/,http://www.equityapartments.com/floor-plans/,http://www.equityapartments.com/models,http://www.equityapartments.com/apartments/wa/lynnwood/floor-plans#/,http://www.equityapartments.com/Floor-plans.aspx
13379,Verde Apartments,San Jose,CA,http://www.equityapartments.com/california/san-francisco-bay-apartments/san-jose/verde-apartments.aspx,http://www.equityapartments.com/san-jose/verde-apartments/conventional/,http://www.equityapartments.com/floor-plans/,http://www.equityapartments.com/models,http://www.equityapartments.com/apartments/ca/san-jose/floor-plans#/,http://www.equityapartments.com/Floor-plans.aspx
236195,Walnut Crossing,Harrisburg,PA,https://parkrunmgt.com/listing/walnut-crossing/#,https://parkrunmgt.com/harrisburg/walnut-crossing/conventional/,https://parkrunmgt.com/floor-plans/,https://parkrunmgt.com/models,https://parkrunmgt.com/apartments/pa/harrisburg/floor-plans#/,https://parkrunmgt.com/Floor-plans.aspx
227758,Waterline Bonita Springs,Bonita Springs,FL,https://www.waterlinebonitasprings.com/,https://www.waterlinebonitasprings.com/bonita-springs/waterline-bonita-springs/conventional/,https://www.waterlinebonitasprings.com/floor-plans/,https://www.waterlinebonitasprings.com/models,https://www.waterlinebonitasprings.com/apartments/fl/bonita-springs/floor-plans#/,https://www.waterlinebonitasprings.com/Floor-plans.aspx
22769,Saltaire Apartments,Torrance,CA,https://www.saltaireliving.net/,https://www.saltaireliving.net/torrance/saltaire-apartments/conventional/,https://www.saltaireliving.net/floor-plans/,https://www.saltaireliving.net/models,https://www.saltaireliving.net/apartments/ca/torrance/floor-plans#/,https://www.saltaireliving.net/Floor-plans.aspx
22767,Sunset Pointe,Hesperia,CA,https://www.sunsetpointeapts.net/,https://www.sunsetpointeapts.net/hesperia/sunset-pointe/conventional/,https://www.sunsetpointeapts.net/floor-plans/,https://www.sunsetpointeapts.net/models,https://www.sunsetpointeapts.net/apartments/ca/hesperia/floor-plans#/,https://www.sunsetpointeapts.net/Floor-plans.aspx
2282,City View,Hayward,CA,https://www.essexapartmenthomes.com/california/san-francisco-bay-area-apartments/hayward-apartments/city-view,https://www.essexapartmenthomes.com/hayward/city-view/conventional/,https://www.essexapartmenthomes.com/floor-plans/,https://www.essexapartmenthomes.com/models,https://www.essexapartmenthomes.com/apartments/ca/hayward/floor-plans#/,https://www.essexapartmenthomes.com/Floor-plans.aspx
227354,Sandstone,Waco,TX,https://www.sandstoneapartmenthomes.com/,https://www.sandstoneapartmenthomes.com/waco/sandstone/conventional/,https://www.sandstoneapartmenthomes.com/floor-plans/,https://www.sandstoneapartmenthomes.com/models,https://www.sandstoneapartmenthomes.com/apartments/tx/waco/floor-plans#/,https://www.sandstoneapartmenthomes.com/Floor-plans.aspx
226383,The Colony Apartments,Corpus Christi,TX,http://availability.sparkleam.com/properties/?rmwebsvc_command=PropertyDetail&rmwebsvc_id=4&rmwebsvc_template=Properties,http://availability.sparkleam.com/corpus-christi/the-colony-apartments/conventional/,http://availability.sparkleam.com/floor-plans/,http://availability.sparkleam.com/models,http://availability.sparkleam.com/apartments/tx/corpus-christi/floor-plans#/,http://availability.sparkleam.com/Floor-plans.aspx
228359,,,,https://www.equityapartments.com/denver/congress-park/milo-apartments,,https://www.equityapartments.com/floor-plans/,https://www.equityapartments.com/models,,https://www.equityapartments.com/Floor-plans.aspx
228341,The Commons at Cowan Boulevard,Fredericksburg,VA,http://commonsatcowanboulevard.com/,http://commonsatcowanboulevard.com/fredericksburg/the-commons-at-cowan-boulevard/conventional/,http://commonsatcowanboulevard.com/floor-plans/,http://commonsatcowanboulevard.com/models,http://commonsatcowanboulevard.com/apartments/va/fredericksburg/floor-plans#/,http://commonsatcowanboulevard.com/Floor-plans.aspx
228073,Alister Montclair,Montclair,NJ,https://www.alistermontclair.com/,https://www.alistermontclair.com/montclair/alister-montclair/conventional/,https://www.alistermontclair.com/floor-plans/,https://www.alistermontclair.com/models,https://www.alistermontclair.com/apartments/nj/montclair/floor-plans#/,https://www.alistermontclair.com/Floor-plans.aspx
224888,The Cove at Overlake,Tooele,UT,http://www.coveatoverlakeapts.com/,http://www.coveatoverlakeapts.com/tooele/the-cove-at-overlake/conventional/,http://www.coveatoverlakeapts.com/floor-plans/,http://www.coveatoverlakeapts.com/models,http://www.coveatoverlakeapts.com/apartments/ut/tooele/floor-plans#/,http://www.coveatoverlakeapts.com/Floor-plans.aspx
224728,Oak Place,Oklahoma City,OK,https://www.morgan-properties.com/apartments/ok/oklahoma-city/oak-place/,https://www.morgan-properties.com/oklahoma-city/oak-place/conventional/,https://www.morgan-properties.com/floor-plans/,https://www.morgan-properties.com/models,https://www.morgan-properties.com/apartments/ok/oklahoma-city/floor-plans#/,https://www.morgan-properties.com/Floor-plans.aspx
224995,Cameron,Wilson,NC,https://www.brazoscameron.com/,https://www.brazoscameron.com/wilson/cameron/conventional/,https://www.brazoscameron.com/floor-plans/,https://www.brazoscameron.com/models,https://www.brazoscameron.com/apartments/nc/wilson/floor-plans#/,https://www.brazoscameron.com/Floor-plans.aspx
225952,Seranado Fountain,Orange,CA,http://www.seranadofountainapartments.com/,http://www.seranadofountainapartments.com/orange/seranado-fountain/conventional/,http://www.seranadofountainapartments.com/floor-plans/,http://www.seranadofountainapartments.com/models,http://www.seranadofountainapartments.com/apartments/ca/orange/floor-plans#/,http://www.seranadofountainapartments.com/Floor-plans.aspx
225798,,,,https://www.theoverlookstgabriels.com/,,https://www.theoverlookstgabriels.com/floor-plans/,https://www.theoverlookstgabriels.com/models,,https://www.theoverlookstgabriels.com/Floor-plans.aspx
225099,Desert Horizon,Scottsdale,AZ,https://arizona.weidner.com/apartments/az/scottsdale/desert-horizon/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://arizona.weidner.com/scottsdale/desert-horizon/conventional/,https://arizona.weidner.com/floor-plans/,https://arizona.weidner.com/models,https://arizona.weidner.com/apartments/az/scottsdale/floor-plans#/,https://arizona.weidner.com/Floor-plans.aspx
225389,Evergreen at River Oaks I,Lake Charles,LA,https://www.evergreenatriveroaks.com/,https://www.evergreenatriveroaks.com/lake-charles/evergreen-at-river-oaks-i/conventional/,https://www.evergreenatriveroaks.com/floor-plans/,https://www.evergreenatriveroaks.com/models,https://www.evergreenatriveroaks.com/apartments/la/lake-charles/floor-plans#/,https://www.evergreenatriveroaks.com/Floor-plans.aspx
224788,Progress Terrace,Beaverton,OR,https://www.liveatprogressterrace.com/,https://www.liveatprogressterrace.com/beaverton/progress-terrace/conventional/,https://www.liveatprogressterrace.com/floor-plans/,https://www.liveatprogressterrace.com/models,https://www.liveatprogressterrace.com/apartments/or/beaverton/floor-plans#/,https://www.liveatprogressterrace.com/Floor-plans.aspx
226197,Northlink,Seattle,WA,www.livenorthlink.com,https://www.livenorthlink.com/seattle/northlink/conventional/,https://www.livenorthlink.com/floor-plans/,https://www.livenorthlink.com/models,https://www.livenorthlink.com/apartments/wa/seattle/floor-plans#/,https://www.livenorthlink.com/Floor-plans.aspx
224836,Standard On Main,Akron,OH,~,https://~/akron/standard-on-main/conventional/,https://~/floor-plans/,https://~/models,https://~/apartments/oh/akron/floor-plans#/,https://~/Floor-plans.aspx
225309,Reserve at Creekside,Chattanooga,TN,www.reserveatcreeksideapts.com,https://www.reserveatcreeksideapts.com/chattanooga/reserve-at-creekside/conventional/,https://www.reserveatcreeksideapts.com/floor-plans/,https://www.reserveatcreeksideapts.com/models,https://www.reserveatcreeksideapts.com/apartments/tn/chattanooga/floor-plans#/,https://www.reserveatcreeksideapts.com/Floor-plans.aspx
226350,1250 Lakeside,Sunnyvale,CA,https://www.essexapartmenthomes.com/apartments/sunnyvale/1250-lakeside,https://www.essexapartmenthomes.com/sunnyvale/1250-lakeside/conventional/,https://www.essexapartmenthomes.com/floor-plans/,https://www.essexapartmenthomes.com/models,https://www.essexapartmenthomes.com/apartments/ca/sunnyvale/floor-plans#/,https://www.essexapartmenthomes.com/Floor-plans.aspx
261384,OTIS,Richmond,VA,https://liveotis.com/,https://liveotis.com/richmond/otis/conventional/,https://liveotis.com/floor-plans/,https://liveotis.com/models,https://liveotis.com/apartments/va/richmond/floor-plans#/,https://liveotis.com/Floor-plans.aspx
262174,Star Deluxe Branford,Branford,CT,https://metrostarapartments.com/star-deluxe-branford/,https://metrostarapartments.com/branford/star-deluxe-branford/conventional/,https://metrostarapartments.com/floor-plans/,https://metrostarapartments.com/models,https://metrostarapartments.com/apartments/ct/branford/floor-plans#/,https://metrostarapartments.com/Floor-plans.aspx
262539,Modera Montville,Pine Brook,NJ,https://www.moderamontville.com/,https://www.moderamontville.com/pine-brook/modera-montville/conventional/,https://www.moderamontville.com/floor-plans/,https://www.moderamontville.com/models,https://www.moderamontville.com/apartments/nj/pine-brook/floor-plans#/,https://www.moderamontville.com/Floor-plans.aspx
262156,Modera Woodbridge,Woodbridge,NJ,https://www.moderawoodbridge.com/,https://www.moderawoodbridge.com/woodbridge/modera-woodbridge/conventional/,https://www.moderawoodbridge.com/floor-plans/,https://www.moderawoodbridge.com/models,https://www.moderawoodbridge.com/apartments/nj/woodbridge/floor-plans#/,https://www.moderawoodbridge.com/Floor-plans.aspx
262292,Camelot at Marlboro,Morganville,NJ,https://www.kaplanatmarlboro.com/,https://www.kaplanatmarlboro.com/morganville/camelot-at-marlboro/conventional/,https://www.kaplanatmarlboro.com/floor-plans/,https://www.kaplanatmarlboro.com/models,https://www.kaplanatmarlboro.com/apartments/nj/morganville/floor-plans#/,https://www.kaplanatmarlboro.com/Floor-plans.aspx
26274,Catalina Gardens,Las Vegas,NV,http://www.catalinagardenslv.com,http://www.catalinagardenslv.com/las-vegas/catalina-gardens/conventional/,http://www.catalinagardenslv.com/floor-plans/,http://www.catalinagardenslv.com/models,http://www.catalinagardenslv.com/apartments/nv/las-vegas/floor-plans#/,http://www.catalinagardenslv.com/Floor-plans.aspx
261552,The Quincy,Acworth,GA,https://www.livethequincy.com/,https://www.livethequincy.com/acworth/the-quincy/conventional/,https://www.livethequincy.com/floor-plans/,https://www.livethequincy.com/models,https://www.livethequincy.com/apartments/ga/acworth/floor-plans#/,https://www.livethequincy.com/Floor-plans.aspx
261739,The Pointe at Palm Bay,Palm Bay,FL,https://www.thepointeatpalmbay.com/,https://www.thepointeatpalmbay.com/palm-bay/the-pointe-at-palm-bay/conventional/,https://www.thepointeatpalmbay.com/floor-plans/,https://www.thepointeatpalmbay.com/models,https://www.thepointeatpalmbay.com/apartments/fl/palm-bay/floor-plans#/,https://www.thepointeatpalmbay.com/Floor-plans.aspx
262488,Overlook at Franklin Square,Baltimore,MD,https://www.myoverlook.com/,https://www.myoverlook.com/baltimore/overlook-at-franklin-square/conventional/,https://www.myoverlook.com/floor-plans/,https://www.myoverlook.com/models,https://www.myoverlook.com/apartments/md/baltimore/floor-plans#/,https://www.myoverlook.com/Floor-plans.aspx
26161,Hamilton House,Mayfield Heights,OH,http://www.renthamiltonhouse.com/hamilton-house-mayfield-heights-oh,http://www.renthamiltonhouse.com/mayfield-heights/hamilton-house/conventional/,http://www.renthamiltonhouse.com/floor-plans/,http://www.renthamiltonhouse.com/models,http://www.renthamiltonhouse.com/apartments/oh/mayfield-heights/floor-plans#/,http://www.renthamiltonhouse.com/Floor-plans.aspx
262310,Stevens Creek Villas,Lincoln,NE,https://concordemgmt.com/apartments/,https://concordemgmt.com/lincoln/stevens-creek-villas/conventional/,https://concordemgmt.com/floor-plans/,https://concordemgmt.com/models,https://concordemgmt.com/apartments/ne/lincoln/floor-plans#/,https://concordemgmt.com/Floor-plans.aspx
58142,One North Scottsdale,Scottsdale,AZ,https://www.onenorthscottsdale.com/,https://www.onenorthscottsdale.com/scottsdale/one-north-scottsdale/conventional/,https://www.onenorthscottsdale.com/floor-plans/,https://www.onenorthscottsdale.com/models,https://www.onenorthscottsdale.com/apartments/az/scottsdale/floor-plans#/,https://www.onenorthscottsdale.com/Floor-plans.aspx
57192,Park Avenue Lofts,Little Rock,AR,http://www.theparkavenuelofts.com/,http://www.theparkavenuelofts.com/little-rock/park-avenue-lofts/conventional/,http://www.theparkavenuelofts.com/floor-plans/,http://www.theparkavenuelofts.com/models,http://www.theparkavenuelofts.com/apartments/ar/little-rock/floor-plans#/,http://www.theparkavenuelofts.com/Floor-plans.aspx
57772,Avonlea Tributary,Lithia Springs,GA,https://avonleatributary.com/,https://avonleatributary.com/lithia-springs/avonlea-tributary/conventional/,https://avonleatributary.com/floor-plans/,https://avonleatributary.com/models,https://avonleatributary.com/apartments/ga/lithia-springs/floor-plans#/,https://avonleatributary.com/Floor-plans.aspx
57320,Brookmeade Apartments,Williamsport,MD,https://brookmeade-apartments-rentcafewebsite.securecafe.com/onlineleasing/brookmeade-apartments/oleapplication.aspx?stepname=floorplan&myOlePropertyId=1665138,https://brookmeade-apartments-rentcafewebsite.securecafe.com/williamsport/brookmeade-apartments/conventional/,https://brookmeade-apartments-rentcafewebsite.securecafe.com/floor-plans/,https://brookmeade-apartments-rentcafewebsite.securecafe.com/models,https://brookmeade-apartments-rentcafewebsite.securecafe.com/apartments/md/williamsport/floor-plans#/,https://brookmeade-apartments-rentcafewebsite.securecafe.com/Floor-plans.aspx
57501,Hurstbourne Estates,Louisville,KY,www.hurstbourneestates.com,https://www.hurstbourneestates.com/louisville/hurstbourne-estates/conventional/,https://www.hurstbourneestates.com/floor-plans/,https://www.hurstbourneestates.com/models,https://www.hurstbourneestates.com/apartments/ky/louisville/floor-plans#/,https://www.hurstbourneestates.com/Floor-plans.aspx
57976,One India Street,Boston,MA,https://www.oneindiastreetapartments.com/,https://www.oneindiastreetapartments.com/boston/one-india-street/conventional/,https://www.oneindiastreetapartments.com/floor-plans/,https://www.oneindiastreetapartments.com/models,https://www.oneindiastreetapartments.com/apartments/ma/boston/floor-plans#/,https://www.oneindiastreetapartments.com/Floor-plans.aspx
5778,Centerpointe Greens,Everett,WA,http://www.centrepointegreensliving.com/,http://www.centrepointegreensliving.com/everett/centerpointe-greens/conventional/,http://www.centrepointegreensliving.com/floor-plans/,http://www.centrepointegreensliving.com/models,http://www.centrepointegreensliving.com/apartments/wa/everett/floor-plans#/,http://www.centrepointegreensliving.com/Floor-plans.aspx
56767,Bridge at the Kenzie,Austin,TX,https://www.bridgeatthekenzie.com/,https://www.bridgeatthekenzie.com/austin/bridge-at-the-kenzie/conventional/,https://www.bridgeatthekenzie.com/floor-plans/,https://www.bridgeatthekenzie.com/models,https://www.bridgeatthekenzie.com/apartments/tx/austin/floor-plans#/,https://www.bridgeatthekenzie.com/Floor-plans.aspx
57904,Cathedral Commons,Washington,DC,https://www.cathedralcommons.com/,https://www.cathedralcommons.com/washington/cathedral-commons/conventional/,https://www.cathedralcommons.com/floor-plans/,https://www.cathedralcommons.com/models,https://www.cathedralcommons.com/apartments/dc/washington/floor-plans#/,https://www.cathedralcommons.com/Floor-plans.aspx
56773,Ten Oaks,Austin,TX,http://tenoaks-apts.com/,http://tenoaks-apts.com/austin/ten-oaks/conventional/,http://tenoaks-apts.com/floor-plans/,http://tenoaks-apts.com/models,http://tenoaks-apts.com/apartments/tx/austin/floor-plans#/,http://tenoaks-apts.com/Floor-plans.aspx
57581,Parma Park East & West,Parma,OH,https://www.parmapark.com/,https://www.parmapark.com/parma/parma-park-east-west/conventional/,https://www.parmapark.com/floor-plans/,https://www.parmapark.com/models,https://www.parmapark.com/apartments/oh/parma/floor-plans#/,https://www.parmapark.com/Floor-plans.aspx
118367,Novu New Forest,Houston,TX,https://www.novunewforest.com/,https://www.novunewforest.com/houston/novu-new-forest/conventional/,https://www.novunewforest.com/floor-plans/,https://www.novunewforest.com/models,https://www.novunewforest.com/apartments/tx/houston/floor-plans#/,https://www.novunewforest.com/Floor-plans.aspx
12064,Riviera at West Village,Dallas,TX,http://www.rivierawestvillage.com/,http://www.rivierawestvillage.com/dallas/riviera-at-west-village/conventional/,http://www.rivierawestvillage.com/floor-plans/,http://www.rivierawestvillage.com/models,http://www.rivierawestvillage.com/apartments/tx/dallas/floor-plans#/,http://www.rivierawestvillage.com/Floor-plans.aspx
118965,16 Bennett,Jersey City,NJ,https://www.16bennett.com,https://www.16bennett.com/jersey-city/16-bennett/conventional/,https://www.16bennett.com/floor-plans/,https://www.16bennett.com/models,https://www.16bennett.com/apartments/nj/jersey-city/floor-plans#/,https://www.16bennett.com/Floor-plans.aspx
11961,Fairways at Prestonwood,Dallas,TX,http://www.fairway-living.com,http://www.fairway-living.com/dallas/fairways-at-prestonwood/conventional/,http://www.fairway-living.com/floor-plans/,http://www.fairway-living.com/models,http://www.fairway-living.com/apartments/tx/dallas/floor-plans#/,http://www.fairway-living.com/Floor-plans.aspx
12320,Settler's Gate,Allen,TX,www.settlersgateallen.com,https://www.settlersgateallen.com/allen/settlers-gate/conventional/,https://www.settlersgateallen.com/floor-plans/,https://www.settlersgateallen.com/models,https://www.settlersgateallen.com/apartments/tx/allen/floor-plans#/,https://www.settlersgateallen.com/Floor-plans.aspx
118445,Mara Pacific Beach Apartments,San Diego,CA,https://www.equityapartments.com/san-diego/pacific-beach/mara-pacific-beach-apartments,https://www.equityapartments.com/san-diego/mara-pacific-beach-apartments/conventional/,https://www.equityapartments.com/floor-plans/,https://www.equityapartments.com/models,https://www.equityapartments.com/apartments/ca/san-diego/floor-plans#/,https://www.equityapartments.com/Floor-plans.aspx
11728,Preston Valley,Dallas,TX,www.prestonvalleyapartments.com,https://www.prestonvalleyapartments.com/dallas/preston-valley/conventional/,https://www.prestonvalleyapartments.com/floor-plans/,https://www.prestonvalleyapartments.com/models,https://www.prestonvalleyapartments.com/apartments/tx/dallas/floor-plans#/,https://www.prestonvalleyapartments.com/Floor-plans.aspx
11745,316Fry,Denton,TX,https://www.316fry.com/316-fry-denton-tx/,https://www.316fry.com/denton/316fry/conventional/,https://www.316fry.com/floor-plans/,https://www.316fry.com/models,https://www.316fry.com/apartments/tx/denton/floor-plans#/,https://www.316fry.com/Floor-plans.aspx
120503,The Bridges Lofts,Bettendorf,IA,https://bettendorflofts.com/,https://bettendorflofts.com/bettendorf/the-bridges-lofts/conventional/,https://bettendorflofts.com/floor-plans/,https://bettendorflofts.com/models,https://bettendorflofts.com/apartments/ia/bettendorf/floor-plans#/,https://bettendorflofts.com/Floor-plans.aspx
1165,Tustin View,Santa Ana,CA,https://www.allenproperties.net/tustin-view-santa-ana-ca/,https://www.allenproperties.net/santa-ana/tustin-view/conventional/,https://www.allenproperties.net/floor-plans/,https://www.allenproperties.net/models,https://www.allenproperties.net/apartments/ca/santa-ana/floor-plans#/,https://www.allenproperties.net/Floor-plans.aspx
22337,Park Wood,Dublin,CA,https://www.parkwoodluxury.com/,https://www.parkwoodluxury.com/dublin/park-wood/conventional/,https://www.parkwoodluxury.com/floor-plans/,https://www.parkwoodluxury.com/models,https://www.parkwoodluxury.com/apartments/ca/dublin/floor-plans#/,https://www.parkwoodluxury.com/Floor-plans.aspx
223507,The West Living,West Allis,WI,https://thewest.prospectportal.com/west-allis/the-west-living/conventional/,https://thewest.prospectportal.com/west-allis/the-west-living/conventional/,https://thewest.prospectportal.com/floor-plans/,https://thewest.prospectportal.com/models,https://thewest.prospectportal.com/apartments/wi/west-allis/floor-plans#/,https://thewest.prospectportal.com/Floor-plans.aspx
223579,Settler's Landing,Streetsboro,OH,www.settlerslanding.com,https://www.settlerslanding.com/streetsboro/settlers-landing/conventional/,https://www.settlerslanding.com/floor-plans/,https://www.settlerslanding.com/models,https://www.settlerslanding.com/apartments/oh/streetsboro/floor-plans#/,https://www.settlerslanding.com/Floor-plans.aspx
