apartment_id	property_name	provider	projection_verdict	winning_tier	floor_plan_count	positive_available_units	publish_ceiling	conventional_links	seed_plan_links	seed_vus_links	prior_hb_audited	opportunity_class	website
98	Bent Oak Apartments	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_DOM	7	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.dbcliving.com/apartment/bent-oak-apartments/
446	Cottages @ Sanford	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT	4	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.cottagesatsanford.com/
994	Magnolia Ridge	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	4	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	https://www.liveatmagnoliaridgeapartments.com/
1259	Ashton Parc	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	4	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.ashtonparc.com/
1589	The Hills at North Mesa	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	3	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	http://www.thehillsatnorthmesa.com/
2382	Quincy Ridge	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	9	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://quincyridgeapts.com/
3902	Pelham Apartments	unknown	SUCCESS_PLAN_LEVEL	TIER_3_DOM_PLAN_LEVEL	11	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://pelhamgreenville.com/home
4785	Autumn Creek Apartments	entrata	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	http://www.autumncreekapts.com
4868	Oakstone	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT	10	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.sylispm.com/oakstone-apartment-homes/
7837	Cedar Shores	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	6	0	NEEDS_RENDER	1	4	0	true	entrata_hb_audited_no_win	http://www.cedarshoresapts.com/
8079	Aspen Lakes	entrata	SUCCESS_PLAN_LEVEL	TIER_3_DOM	15	0	UNCERTAIN	0	0	0	true	entrata_hb_audited_no_win	https://www.ampresidential.com/aspen-lakes-grand-rapids-mi/contact?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=website_link
8923	Chisholm Trail Townhomes	<blank>	SUCCESS_PLAN_LEVEL		2	0	<none>	0	0	0	false	uncertain_residual	https://npmainc.com/listing/chisholm-trail-townhomes/
12967	Luxor Gardens	apts247	SUCCESS_PLAN_LEVEL	TIER_MERGED_CROSS_PAGE	0	0	<none>	0	0	0	false	apts247_plan_ids_no_physical_roster	https://www.luxorgardens.com/
12991	Preserve at Westchase	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://www.thepreserveatwestchase.com/
13189	Briar Glen Village	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT	10	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.onmarkliving.com/briar-glen-village/
13341	Heritage Ridge Apartments	equity	SUCCESS_PLAN_LEVEL	TIER_3_DOM	5	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.equityapartments.com/washington/seattle-apartments/lynnwood/heritage-ridge-apartments.aspx
13379	Verde Apartments	equity	SUCCESS_PLAN_LEVEL	TIER_3_DOM	1	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.equityapartments.com/california/san-francisco-bay-apartments/san-jose/verde-apartments.aspx
14198	The Heights by Marston Lake	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_API	6	0	CONFIRMED_NO_DATA	0	0	0	false	confirmed_no_data	https://heightsbymarstonlakeapts.com/
14325	The Berkley	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://www.theberkleyatx.com/
14522	The Charles at Bexley	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	5	0	NEEDS_RENDER	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.thecharlesatbexley.com/
14943	Estates at Eagle's Pointe	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	12	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://eaglepointestates.com/#floor-plans
14956	Mill Creek	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://www.millcreektx.com/
15776	LaSalle Park	rentmanager	FAILED_NO_DATA	TIER_1_API_RENTMANAGER	0	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://jalexrentals.com/property-detail/?propID=61&rmwebsvc_id=61&rmwebsvc_command=PropertyDetail.aspx&rmwebsvc_corpid=jalex&rmwebsvc_location=1&rmwebsvc_mode=javaScript&rmwebsvc_AvailabilityDate=11/18/2019&rmwebsvc_template=default
16377	Westshore	residentservices365	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	4	4	EXTRACTION_MISS	0	0	0	true	rs365_detail_plan_placeholder_no_physical_id	www.westshoretampabay.com/
16540	The Grammercy	encoreskyline_template	SUCCESS_PLAN_LEVEL	TIER_2_JSONLD	3	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://livegrammercy.com/
16579	Zura Bay	<blank>	SUCCESS_PLAN_LEVEL		0	0	<none>	0	0	0	false	uncertain_residual	https://www.zurabay.com/
16982	Pleasant View Gardens	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	6	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.pleasantviewgardensnj.com/
18158	Madrid	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE_PLAN_LEVEL	5	0	EXTRACTION_MISS	0	0	0	false	rentcafe_residual_after_direct_sweep	https://anchorpacifica.com/residential-properties/madrid-apartments
18187	KRC Reserve	encoreskyline_template	SUCCESS_PLAN_LEVEL	ENCORESKYLINE_NO_PLAN_LINKS	10	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.krcreserveapts.com/
18288	Chestnut Lake	<blank>	SUCCESS_PLAN_LEVEL		0	0	<none>	0	0	0	false	uncertain_residual	https://www.chestnutlakeapartments.com/
18701	The Marq at 1600	entrata	SUCCESS_PLAN_LEVEL	TIER_1_API_ENTRATA_NO_RESPONSE	2	2	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	https://www.themarqat1600.vegas/
18738	Grayton on Dean	apts247	SUCCESS	TIER_1_API	6	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://graytonondean.com/
19171	Sunbay	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	4	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.sunbayapts-wp.com
19540	Chopaka	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	4	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	www.chopakaapartments.com
19715	Trailside	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://www.trailside.graninc.com/
19914	Rustic Oaks Apts.	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	4	0	NEEDS_RENDER	1	4	0	true	entrata_hb_audited_no_win	https://www.rusticoaksapartments.com/
20683	Alister Parx	encoreskyline_template	SUCCESS_PLAN_LEVEL	TIER_2_JSONLD	18	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.alisterparx.com/
21553	Chase on Monroe	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	https://www.chaseonmonroeapts.com/
21976	Century Square Townhomes	unknown	SUCCESS_PLAN_LEVEL	TIER_1_API	1	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://princetonmanagement.com/communities/century-square-townhomes/
22155	Woodway Apartments	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT	7	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.sylispm.com/woodway-apartments/
22459	Colonial Court	generic_plan_text	FAILED_NO_DATA	TIER_1_DOM_GENERIC_PLAN_TEXT	0	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.colonialcourtapts.com
22763	Summerset at International Crossing	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	11	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.jfmanagementgroup.com/summerset/
23145	Shadow Glen	realpage_cws	SUCCESS_PLAN_LEVEL	TIER_3_DOM	2	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.liveatshadowglen.com/
23396	6151 Winthrop Apartments	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	2	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.6151winthrop.com/
23963	Luna Bear Arcos	wix_nopms	SUCCESS_PLAN_LEVEL	SYNDICATION_ONLY_WIX_PLAN_LEVEL	2	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	http://www.arcosphx.com/
24360	Wildwood Manor Apartments	unknown	SUCCESS_PLAN_LEVEL	TIER_1_API	3	0	CONFIRMED_NO_DATA	0	0	0	false	confirmed_no_data	https://www.wildwoodmanorapts.com/
25392	Chappell Creek Village	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	6	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	http://www.chappellcreekapts.com/
25734	Los Feliz Summit	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_SHAPE_REJECTED_PLAN_LEVEL	5	0	EXTRACTION_MISS	0	0	0	false	rentcafe_residual_after_direct_sweep	https://anchorpacifica.com/residential-properties/los-feliz-summit-apartments
26339	Cedar Pointe Townhomes	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE_PLAN_LEVEL	10	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	www.cedarpointetownhomes.com
27360	Aspen Court	apts247	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	www.aspencourtapartmenthomes.com
27986	Center Park	apts247	SUCCESS	TIER_3_DOM	6	0	<none>	0	0	0	false	known_false_positive_do_not_count	www.centerparkapartments.com
28951	Sonoma Valley	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	2	0	EXTRACTION_MISS	0	0	0	true	deterministic_detail_discovery	https://www.sonomavalleyapartments.com/
29597	The Life at Jackson Square	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_3_DOM	15	0	CONFIRMED_NO_DATA	0	0	0	false	confirmed_no_data	https://www.thelifeatjacksonsquare.com/
29993	La Vida Buena	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE_PLAN_LEVEL	4	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	http://www.lavidabuenaapartments.com/
30350	Stargate West Apartments	generic_plan_text	FAILED_NO_DATA	TIER_1_DOM_GENERIC_PLAN_TEXT	0	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	www.stargatewest.com/
30387	Parkwood	rentcafe	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	5	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	https://www.theparkwoodapthomes.com/
31565	Oak Grove	unknown	SUCCESS_PLAN_LEVEL	TIER_3_DOM_PLAN_LEVEL	8	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.spearheadproperties.com/property/oak-i/
32065	Carlisle Park Apartments	entrata	SUCCESS_PLAN_LEVEL	TIER_1_API_ENTRATA_SHAPE_REJECTED_PLAN_LEVEL	2	0	NEEDS_RENDER	0	0	0	false	entrata_no_published_route	http://www.rentcarlislepark.com/
34523	Constellation Ranch	wix_nopms	SUCCESS_PLAN_LEVEL	SYNDICATION_ONLY_WIX_PLAN_LEVEL	9	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	https://www.constellationranchtx.com/
36094	MetroPointe	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE	15	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	http://www.metropointeapts.com/
36268	Stoney Creek	wix_nopms	SUCCESS_PLAN_LEVEL	SYNDICATION_ONLY_WIX	10	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	http://www.stoneycreekapthomes.com/
36536	Icon at Park	unknown	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	4	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://prometheusapartments.com/ca/emeryville-apartments/icon-at-park
36855	Olentangy Village	knock	SUCCESS_PLAN_LEVEL	TIER_3_DOM	13	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://www.olentangyvillage.com/
37317	Vestavia Place	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_SHAPE_REJECTED_PLAN_LEVEL	5	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	https://vestaviaplace.com/
37375	Fox Hunt	generic_plan_text	FAILED_NO_DATA	TIER_1_API	0	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://princetonmanagement.com/communities/fox-hunt-apartments/
37538	Amalie Apartment Homes	entrata	SUCCESS_PLAN_LEVEL	TIER_1_API_ENTRATA_NO_RESPONSE	3	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	https://www.liveamalie.com/
37805	The Gentry's Landing	wix_nopms	SUCCESS_PLAN_LEVEL	SYNDICATION_ONLY_WIX	5	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	http://www.gentryslanding.com/
37819	Modena at Mallard	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT	4	0	EXTRACTION_MISS	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.modenaatmallard.com/
37930	Autumn Oaks	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	4	0	NEEDS_RENDER	0	0	0	false	render_endpoint_discovery	www.autumnoaksapt.com
38298	Courtyard	unknown	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT_PLAN_LEVEL	2	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://courtyardgretna.com/
38381	Meridian Parkside	knock	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	18	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	www.meridianparkside.com
38532	Glenbrook at Rocky Hill	rentmanager	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTMANAGER_NO_ENDPOINT	3	0	UNCERTAIN	0	0	0	false	rentmanager_residual_after_endpoint_sweep	www.glenbrook-apts.com
38843	Park Court	entrata	SUCCESS_PLAN_LEVEL	TIER_1_API_ENTRATA_NO_RESPONSE_PLAN_LEVEL	6	0	NEEDS_RENDER	0	0	0	false	entrata_no_published_route	https://www.rentparkcourtapts.com/
39093	Mark I Apartments	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	2	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://hattiesburgmarkapartments.com/mark1/
40335	Oak Hill	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	5	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://brandywinecommunities.com/properties/oak-hill-apartments/
40514	Club Pacifica	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE_PLAN_LEVEL	3	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	http://www.clubpacificabenicia.com/
40515	Forge Homestead	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	33	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.deanzaproperties.com/south-bay-area/forge-homestead-apartments
41777	Bristle Pointe Apartments	rentmanager	SUCCESS_PLAN_LEVEL	TIER_3_DOM	5	0	<none>	0	0	0	false	rentmanager_residual_after_endpoint_sweep	https://www.kromerinvestments.com/apartments/bristle-pointe-apartment/
41935	Island Homestead	rentcafe	FAILED_NO_DATA	TIER_1_API_RENTCAFE_NO_RESPONSE	0	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	http://www.islandhomestead.com/
42167	Westcreek	onsite_apply	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	3	0	UNCERTAIN	0	0	0	false	uncertain_residual	https://www.westcreekapartmentsreno.com/
42345	SouthRidge	knock	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	8	0	UNCERTAIN	0	0	0	false	uncertain_residual	https://www.southridgekc.com/
42818	Westbury Apartments	entrata	SUCCESS	TIER_1_API	0	0	<none>	0	0	0	false	known_false_positive_do_not_count	http://www.westburyapartments.net/
43403	Great Northern Village	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	4	0	NEEDS_RENDER	0	0	0	true	entrata_hb_audited_no_win	http://www.burtoncarol.com/ohio/great-northern-village
43488	Brandywine Manor	unknown	SUCCESS_PLAN_LEVEL	TIER_3_PLAN_TEXT_PLAN_LEVEL	2	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	http://brandywinemanorapts.com/
44036	Ascot Place	rentcafe	SUCCESS_PLAN_LEVEL	TIER_1_API_RENTCAFE_NO_RESPONSE	9	0	UNCERTAIN	0	0	0	false	rentcafe_residual_after_direct_sweep	www.elandisascot.com
44154	Wyncroft Hill	realpage_cws	SUCCESS_PLAN_LEVEL	TIER_3_DOM	6	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	www.wyncrofthill.com
44163	Wycliff West	rentvision	SUCCESS_PLAN_LEVEL	TIER_3_DOM	3	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.rentwycliffwest.com/
44766	Montecito	rentcafe	FAILED_NO_DATA	TIER_1_API_RENTCAFE_NO_RESPONSE	0	0	EXTRACTION_MISS	0	0	0	false	rentcafe_residual_after_direct_sweep	https://www.montecitoapartments.com/
45986	Aaron Lake Apartments	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	6	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.pedcorhomes.com/Apartments/Home/419
46267	The Ridge	entrata	FAILED_NO_DATA	TIER_1_API_ENTRATA_NO_RESPONSE	0	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	https://www.theridgeokc.com/
46336	Westbury Square	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_1_DOM_GENERIC_PLAN_TEXT_PLAN_LEVEL	4	0	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://www.westburyportlandtx.com/
47369	Pleasant Ridge	entrata	SUCCESS_PLAN_LEVEL	TIER_1_DOM_ENTRATA_PP_SSR_PLAN_LEVEL	4	0	NEEDS_RENDER	1	0	0	true	entrata_hb_audited_no_win	https://www.residencesatpleasantridge.com/
48708	Windpoint Apartments	generic_plan_text	SUCCESS_PLAN_LEVEL	TIER_3_DOM_GENERIC	5	2	EXTRACTION_MISS	0	0	0	false	deterministic_detail_discovery	https://karademas.org/properties/windpoint
