apartmentid,floorplannumber,description,bed,bath,area
22104,1,1BD/1BR-1,1,1,681
22104,2,2BD/2BR-2,2,2,1013
22138,1,1BD/1BR-1,1,1,750
22138,2,2BD/1BR-2,2,1,850
22143,1,Heritage,2,1,910
22143,2,Grande,2,1,910
22143,3,Savoy,2,1,935
22143,4,Regency,2,1,935
22145,1,A1,1,1,715
22145,2,B1,2,2,973
22145,3,C1,3,2,1197
22155,1,0BD/1BR-E,0,1,504
22155,2,1BD/1BR-1,1,1,636
22155,3,Den,1,1,728
22155,4,864 sq ft.,2,1,864
22155,5,2BD/1.5BR-2,2,1.5,865
22155,6,2BD/2BR-2,2,2,964
22155,7,3BD/2BR-3,3,2,1135
22166,1,E1,0,1,395
22166,2,A1,1,1,500
22166,3,B1,2,1,610
22166,4,A2L,1,1,550
22166,5,B2- Designer,2,1.5,900
22166,6,EFF- Designer,0,1,395
22166,7,EFF- Premium,0,1,395
22166,8,B1- Premium,2,1,610
22166,9,B3- Designer,2,1,1050
22178,7,0BD/1BR-E,0,1,505
22178,9,The Maple,1,1,605
22178,10,The Cedar,1,1,650
22178,11,The Pine,2,1,735
22178,12,The Elm,2,1,825
22178,13,2BD/1BR-2,2,1,900
22187,6,Erie,0,1,500
22187,7,Ontario,1,1,650
22187,8,Huron,1,1,700
22187,9,Michigan,2,1,962
22187,10,Superior,2,1.5,1088
22287,1,A1,1,1,501
22287,2,A2,1,1,621
22287,3,B1,2,1,704
22287,4,B2,2,2,932
22287,5,C1,3,2,1193
22297,1,0BD/1BR-E,0,1,498
22297,2,1BD/1BR-1,1,1,663
22297,3,2.0BD/2.0BA,2,2,998
22297,4,3.0BD/2.0BA,3,3,1587
22305,6,Donella,1,1,698
22305,11,Sebille,2,1,934
22305,14,Alderwood,2,2,1002
22305,18,Marquam,3,2,1139
22306,1,1BD/1BR-1,1,1,699
22306,2,2BD/1BR-2,2,1,821
22306,3,2BD/2BR-2,2,2,893
22306,4,3BD/2BR-3,3,2,1085
22337,1,A1,1,1,559
22337,2,A,1,1,785
22337,3,A2,1,1,807
22337,4,A2 Loft,1,1,944
22337,5,B,2,1,873
22337,6,F,2,2,1045
22337,7,DE,2,2,1061
22337,8,E,3,2,1121
22339,1,Mina,1,1,606
22339,2,Dahlia,2,1,817
22339,3,Magnolia,1,1,703
22339,4,Magnolia,1,1,667
22339,5,Dahlia,2,1,812
22339,6,Magnolia,1,1,671
22339,7,Dahlia,2,1,862
22347,1,Bachelor,1,1,773
22347,2,Mt. Hood,2,2,1104
22347,3,St. Helens,3,2,1265
22347,4,Jefferson,2,2,1096
22347,5,Mt. Adams,2,2,1080
22347,6,2x1,2,1,1013
22351,1,1BD/1BR-1,1,1,700
22351,2,2BD/1BR-2,2,1,900
22351,3,2BD/2BR-2,2,2,920
22351,4,3BD/2BR-3,3,2,1110
22372,1,Wash Studio A,0,1,425
22372,2,Wash Studio B,0,1,475
22372,3,Jeff Studio A,0,1,415
22372,4,Mad Studio PH,0,1,440
22372,5,Jeff Studio C,0,1,415
22372,6,Mad Studio B,0,1,450
22372,7,Mad Studio ADA,0,1,475
22372,8,Jeff Studio B,0,1,460
22372,9,Wash Studio ADA,0,1,525
22372,10,Mad Studio A,0,1,530
22372,11,Wash Studio C,0,1,600
22372,12,Mad Studio C,0,1,575
22372,13,Adams Studio B,0,1,590
22372,14,Mad 1BR ADA,1,1,600
22372,15,Jeff 1BR B,1,1,550
22372,16,Jeff 1BR A ADA,1,1,570
22372,17,Jeff 1BR C,1,1,580
22372,18,Mad 1BR PH A,1,1,630
22372,19,Jeff 1BR B-ADA,1,1,650
22372,20,Mad 1BR PH C,1,1,660
22372,21,Mad 1BR PH D,1,1,670
22372,22,Mad 1BR B,1,1,675
22372,23,Mad 1BR PH E,1,1,680
22372,24,Mad 1BR G,1,1,700
22372,25,Mad 1BR PH F,1,1,700
22372,26,Wash 1BR G,1,1,700
22372,27,Jeff 1BR D ADA,1,1,910
22372,28,Mad 2BR,2,2,1000
22372,29,Wash 2BR,2,2,900
22372,30,Wash 2BR Corp Apt,2,2,900
22372,31,Mad 2BR ADA,2,2,1000
22372,32,Jeff 2BR B ADA,2,2,1220
22372,33,Jeff 2BR C,2,2,1220
22372,34,Mad 2BR PH,2,2,1600
22372,35,Wash 2BR PH A,2,2,1800
22372,36,Mad 3BR,3,3,1500
22372,37,Wash 1BR PH,1,1,1450
22372,38,Wash 2BR PH B,2,2,1800
22372,39,Wash 3BR PH,3,3,2600
22372,40,Jeff 1BR A,1,1,490
22372,41,Jeff 1BR C ADA,1,1,1000
22372,42,Jeff 1BR D,1,1,580
22372,43,Jeff 1BR E,1,1,650
22372,44,Jeff 2BR A,2,2,1100
22372,45,Jeff 2BR ADA,2,2,1200
22372,46,Jeff 2BR B,2,2,1200
22372,47,Mad Studio E,0,1,490
22372,48,Mad Studio PH B,0,1,490
22372,49,Mad 1BR A,1,1,650
22372,50,Mad 1BR C,1,1,675
22372,51,Mad 1BR D,1,1,675
22372,52,Mad 1BR E,1,1,675
22372,53,Mad 1BR F,1,1,700
22372,54,Mad 1BR PH B,1,1,650
22372,55,Wash 1BR A,1,1,650
22372,56,Wash 1BR-Corp Apt,1,1,650
22372,57,Wash 1BR B,1,1,650
22372,58,Wash 1BR C,1,1,675
22372,59,Wash 1BR D,1,1,675
22372,60,Wash 1BR F,1,1,700
22372,61,Mad 1BR PH G,1,1,700
22372,62,Adams Studio A,0,1,450
22372,63,Adams Studio ADA,0,1,550
22372,64,Mad Studio D,0,1,590
22372,65,Wash 1BR ADA,1,1,650
22372,66,Adams 1BR A,1,1,660
22372,67,Adams 1BR ADA,1,1,660
22372,68,Adams 1BR B,1,1,680
22372,69,Adams 1BR C,1,1,680
22372,70,Wash 1BR E,1,1,700
22372,71,Adams 1BR D,1,1,750
22372,72,Adams 1BR E,1,1,840
22372,73,Adams 2BR ADA,2,2,910
22372,74,Adams 2BR,2,2,970
22372,75,Adams 3BR,3,3,1400
22372,76,Mad 3BR Corp Apt,3,3,2600
22372,77,Wash 3BR Corp Apt,3,3,2600
22382,3,4418 Spruce B1,2,1,988
22382,4,4418 Spruce F1,3,1,1180
22382,5,4418 Spruce B4,2,1,1000
22382,6,4418 Spruce E3,2,1,1187
22382,7,4418 Spruce H2,1,1,852
22382,8,4418 Spruce I2,2,1,1169
22382,9,4418 Spruce J4,2,1,1175
22382,10,4418 Spruce N2,2,1,1143
22382,11,4418 Spruce N3,2,1,1143
22382,12,4418 Spruce C1,2,1,926
22382,13,4418 Spruce N1,2,1,1143
22382,14,4418 Spruce D4,3,1,1574
22382,15,4418 Spruce I4,3,1,1123
22382,16,4418 Spruce F4,3,1,1216
22382,17,4418 Spruce F3,3,1,1216
22383,1,1BD/1BR-1,1,1,740
22383,2,Den,2,1,850
22383,3,den,1,1,750
22383,4,850,2,1,840
22383,5,875,2,1,875
22383,6,2BD/1BR-2,2,1,740
22383,7,1BD/1BR-1,1,1,775
22393,1,1x1C - (Classic),1,1,760
22393,2,2x1C - (Classic),2,1,1006
22393,3,2x2C - (Classic),2,2,1036
22393,4,3x2C - (Classic),3,2,1250
22393,5,1x1P - (Partial),1,1,760
22393,7,1x1M - (Modern),1,1,760
22393,8,1x1R - (Renovated),1,1,760
22393,9,1Ax1R,0,1,445
22393,10,2x1P - (Partial),2,1,1006
22393,11,2x1M - (Modern),2,1,1006
22393,12,2x1R - (Renovated),2,1,1006
22393,13,2x2P - (Partial),2,2,1036
22393,14,2x2M - (Modern),2,2,1036
22393,15,2x2R - (Renovated),2,2,1036
22393,16,3x2P - (Partial),3,2,1250
22393,17,3x2M - (Modern),3,2,1250
22393,18,3x2R - (Renovated),3,2,1250
22459,1,2 Bedroom / 1 Bath Apartment,2,1,860
22459,5,2 Bedroom / 1 Bath Townhome,2,1,950
22459,6,2 Bedroom / 1.5 Bath Townhome,2,1.5,1100
22459,7,3 Bedroom / 1.5 Bath Townhome,3,2,1200
22459,8,2 Bedroom / 1 Bath Townhome,2,1,950
22530,1,1 Bed 1 Bath 640 SF B,1,1,632
22530,2,2 Bed 1 Bath 970 SF B-932-968 sqft,2,1,932
22530,3,2 Bed 1 Bath 940 SF A,2,1,932
22530,4,1 Bed 1 Bath 570 SF A,1,1,563
22534,1,Standard,1,1,750
22534,2,Two Bedroom One Bathroom,2,1,950
22534,3,Two Bedroom Two Bathroom,2,2,975
22534,4,Three Bedroom Two Bathroom,3,2,1100
22534,5,Newly Updated,1,1,750
22544,1,A1,1,1,706
22544,2,A2,1,1,780
22544,3,B1,2,1.5,906
22544,4,B2,2,1,975
22544,5,B3,2,2,985
22552,3,2BD/2BR-2,2,2,887
22552,4,3BD/2BR-3,3,2,1100
22581,1,1BD/1BR-1,1,1,700
22581,2,2BD/1.5BR-2,2,1.5,900
22581,3,2BD/2BR-2 TH,2,2,1100
22591,1,Malibu,1,1,832
22591,2,Carmel,1,1,848
22591,3,Monterey,2,2,1122
22591,4,Laguna,3,2,1320
22591,5,La Jolla,1,1,743
22591,6,San Marcos,2,2,997
22591,7,San Simeon,2,2,925
22591,8,El Encanto,3,2,1240
22591,9,Del Mar,3,3,1454
22592,1,0BD/1BR-E,0,1,462
22592,2,1BD/1BR-1,1,1,552
22592,3,1BD/1BR-1,1,1,672
22592,4,2BD/1BR-2,2,1,780
22611,1,Kona,1,1,635
22611,2,Reef,2,1,820
22611,3,Sunrise,2,2,900
22617,1,Studio,0,1,470
22617,2,1BD/1BR-1,1,1,770
22617,3,1BD/1BR-1,1,1,815
22617,4,One Bedroom Plus Den,1,1.5,1000
22617,5,Two Bedroom Side by Side,2,2,990
22617,6,Two Bedroom Split,2,2,1080
22617,7,2BD/2BR-2,2,2,1111
22617,8,Den,2,2,1220
22617,9,Den,3,2,1275
22617,10,3BD/2BR-3,3,2,1400
22658,1,2 Bedroom Townhome,2,1.5,1100
22658,2,3 Bedroom Townhome,3,1.5,1300
22709,3,Studio 450-650 sqft,0,1,500
22709,4,1 Bed 1 Bath,1,1,700
22709,6,2 Bed 2 Bath,2,2,1100
22709,8,3 Bed 2 Bath,3,2,1300
22734,1,Opal,1,1,750
22734,2,Ruby,2,2,1050
22734,3,Saphire,3,2,1400
22734,4,Jade,3,2,1600
22734,5,Topaz,2,1,940
22763,2,1BD/1BR-1,1,1,846
22763,3,2BD/1.5BR-2,2,1.5,1033
22763,4,2BD/2BR-2,2,2,1088
22763,5,3BD/2BR-3,3,2,1313
22763,6,0BD/1BR-1,0,1,546
22763,7,2BD/1BR-2,2,1,1033
22765,1,1BD/2BR-1,1,2,805
22765,2,1BD/1BR-1,1,1,760
22765,3,1BD/1BR-1,1,1,714
22765,4,tower,0,1,501
22765,5,1BD/2BR-1,1,2,996
22765,6,1BD/2BR-1,1,2,975
22765,7,1BD/1BR-1,1,1,744
22765,8,2BD/2BR-2,2,2,1365
22765,9,1BD/1BR-1,1,1,845
22765,10,tower,1,2,883
22765,11,0BD/1BR-E,0,1,504
22765,12,tower,3,3,1364
22765,13,tower,3,3,1306
22765,14,tower,0,1,490
22765,15,2BD/2BR-2,2,2,1168
22765,16,1BD/1BR-1,1,1,680
22765,17,1BD/1BR-1,1,1,650
22765,18,2BD/2BR-2,2,2,1235
22765,19,tower,3,3,2518
22765,20,3BD/3BR-3,3,3,1874
22765,21,3BD/3.5BR-3,3,3.5,1784
22765,22,1BD/1BR-1,1,1,638
22765,23,2BD/2BR-2,2,2,1074
22765,24,2BD/2BR-2,2,2,1022
22765,25,2BD/2BR-2,2,2,1080
22765,26,2BD/2BR-2,2,2,1067
22765,27,1BD/1BR-1,1,1,668
22765,28,2BD/2BR-2,2,2,1045
22765,29,0BD/1BR-E,0,1,713
22765,30,1BD/1BR-1,1,1,709
22765,31,1012,2,2,1011
22765,32,2BD/2BR-2,2,2,1150
22765,33,2BD/2BR-2,2,2,1071
22765,34,1BD/1BR-1,1,1,929
22765,35,2BD/2BR-2,2,2,1114
22765,36,2BD/2.5BR-2,2,2.5,1368
22765,37,3BD/3BR-3,3,3,1717
22765,38,3BD/3BR-3,3,3,1955
22765,39,3BD/3BR-3,3,3,1787
22765,40,1BD/1BR-1,1,1,648
22765,41,2BD/2BR-2,2,2,1115
22765,42,2BD/2BA,2,1,1027
22767,1,A 650sf,1,1,689
22767,2,B 902sf,2,2,955
22767,3,C 1058sf,3,2,1104
22769,1,"1 Bed, 1 Bath - A1 (Opal)",1,1,688
22769,2,"2 Bed, 2 Bath - B2 (Catalina)",2,2,972
22769,3,"3 bed, 2 Bath - C1 (Camino Real)",3,2,1232
22769,4,"4 Bed, 2 Bath - D2 (Sunset)",4,2,1496
22769,5,"3 bed, 2 Bath - C2 (Camino Real)",3,2,1276
22769,6,"3 Bed, 2 Bath - C5",3,2,1452
22769,7,"2 Bed, 2 Bath - B1 (Coastal)",2,2,911
22769,8,"2 Bed, 2 Bath - B3",2,2,991
22769,9,"3 Bed, 2 Bath - C3",3,2,1288
22769,10,"3 Bed, 2 Bath - C4 (Camino Real)",3,2,1362
22769,11,"4 Bed, 2 Bath - D3 (Sunset)",4,2,1512
22769,13,"0 Bed, 1 Bath",0,1,629
22794,1,1BD/1BR-1,1,1,696
22794,2,2BD/1BR-2,2,1,996
22794,3,3BD/2BR-3,3,2,1070
22900,1,1BD/1BR-1,1,1,747
22900,2,2BD/1BR-2,2,1,911
22900,3,2BD/1BR-2,2,1,980
22900,4,2BD/2BR-2,2,2,1000
22900,5,2BD/2BR-2,2,2,1117
22900,6,3BD/2BR-3,3,2,1298
22925,1,1BD/1BR-1,1,1,487
22925,2,1BD/1BR-1,1,1,687
22925,4,2BD/2BR-2,2,2,987
22934,4,0BD/1BR-E,0,1,480
22934,5,1BD/1BR-1,1,1,1000
22934,6,2BD/2BR-2,2,2,1200
22949,1,A,1,1,657
22949,2,B,1,1,682
22949,3,D,2,1,790
22949,4,C,2,1,824
22949,5,E,2,2,985
22949,6,G,2,2,1027
22949,7,H,2,2,1010
22949,8,F,2,2,1048
22962,4,One Bedroom,1,1,800
22962,5,Two Bedroom,2,1.5,900
22962,6,Three Bedroom,3,2,1100
22963,1,Primrose,1,1,550
22963,2,Marigold,2,1,660
22963,3,Lunaria,0,1,400
22963,4,Geranium (Townhome),2,1,913
22964,1,1BD/1BR-1,1,1,597
22964,2,1BD/1BR-1,1,1,627
22964,3,2BD/1BR-2,2,1,760
22964,4,2BD/1.5BR-2,2,1.5,840
22964,5,3BD/2BR-3,3,2,1150
22964,6,3BD/2BR-TH,3,2,1440
22976,1,1BD/1BR-1,1,1,700
22976,2,2BD/2BR-2,2,2,1000
22976,3,3BD/2BR-3,3,2,1100
22986,1,1x1A,1,1,614
22986,2,1x1B,1,1,648
22986,3,2BD/1BR-2,2,1,846
22986,4,2x2D,2,2,998
22986,5,3x2A,3,2,992
22986,6,3x2C,3,2,1172
22986,7,2x2A,2,2,782
22986,8,2x2B,2,2,815
22986,9,3x2B,3,2,1056
22986,10,2x2C,2,2,923
22986,11,3.0BD/2.0BA,3,2,1021
22986,12,2x2C2,2,2,976
22986,13,2x2B2,2,2,888
22995,1,1 Bedroom 1B,1,1,580
22995,2,1 Bedroom 1C,1,1,715
22995,3,2 Bedroom A,2,2,805
22995,4,2 Bedroom B,2,2,1025
22995,5,2 Bedroom C,2,2,1055
22995,6,3 Bedroom A,3,2,1150
22995,7,3 Bedroom + 2,3,2,1285
22995,8,2 + 1.5 Townhome,2,1.5,1015
22995,9,2 Bedroom + 2.5C,2,2.5,1015
22995,10,Oakwood Commons Studio,0,1,300
22995,11,1 Bedroom 1A,1,1,375
22995,12,E3; Eff,0,1,437
22995,13,E4; Eff - DELETE,0,1,400
23143,1,studio,0,1,425
23143,2,1BD/1BR-1,1,1,638
23143,3,2BD/2BR-2,2,2,880
23143,4,3 Bed 2 bath,3,2,1000
23145,1,1BD/1BR-1,1,1,566
23145,2,1BD/1BR-1,1,1,784
23145,3,2BD/1.5BR-2,2,1.5,870
23145,4,2BD/2BR-2,2,2,900
23145,5,2BD/2BR-2,2,2,965
23145,6,2BD/2BR-2,2,2,940
23151,1,1 BEDROOM 565 SQUARE FEET,1,1,565
23151,2,2 BEDROOM SECOND FLOOR,2,2,905
23151,3,2 BEDROOM GROUND FLOOR,2,2,885
23151,4,2 BEDROOM SECOND FLOOR,2,2,920
23161,1,748 - 768sf - blue ribbon,1,1,748
23161,2,1130 - 1146sf - gold cup,2,2,1130
23161,3,1267 - 1295sf - grand prize - den,2,2,1267
23161,4,1333 - 1403sf - medallion II,3,2,1355
23161,5,Medallion 1,3,2,1285
23167,1,A1,1,1,624
23167,2,B2,2,2,891
23169,3,1BD/1BR-1,1,1,675
23169,4,2BD/1BR-2,2,1,725
23170,1,The Europa A,1,1,600
23170,2,The Mirabelle B,1,1,700
23170,3,The Mirabeau C,1,1,800
23170,4,The Esprit,2,1.5,900
23170,5,The Estoril G,2,2,1000
23170,6,The Chateau I,2,2,1100
23170,7,The Mirabeau with Solarium D,1,1,835
23170,8,The Bordeaux,2,1.5,950
23170,10,The Bordeaux Solarium,2,1.5,980
23170,13,The Palais J,2,2,1200
23170,14,The Chamonix H,2,2,1050
23170,15,The Esprit with Solarium E,2,1.5,950
23281,1,A1,1,1,571
23281,2,A2,1,1,770
23281,3,2BD/2BR-2,2,2,905
23296,1,1BD/1BR-1,1,1,800
23296,2,1BD/1BR-1,1,1,900
23296,3,2BD/1BR-2-GARDEN,2,1,900
23296,4,2BD/1BR-2,2,1,1000
23306,1,1x1 A,1,1,780
23306,2,2BD/2BR-2,2,2,1032
23306,3,1x1 B,1,1,780
23355,1,450-650sf,0,1,450
23355,2,,1,1,715
23355,3,,2,2,1100
23355,4,,3,2,1255
23355,5,,1,1,745
23355,6,,1,1,735
23355,7,,1,1,725
23355,8,,1,1,750
23355,9,,2,2,1045
23367,1,0BD/1BR-E,0,1,475
23367,3,2BD/1BR-2,2,1,800
23367,4,2BD/2BR-2,2,2,1000
23367,5,dining room,1,1,700
23367,6,1BD/1BR-1,1,1,633
23372,1,0BD/1BR-E,0,1,320
23396,1,"1 BEDROOM, 1 BATH",1,1,550
23396,2,"STUDIO BEDROOM, 1 BATH",0,1,400
23494,1,1 Bedroom Apartment,1,1,535
23494,2,2 Bedroom Apartment,2,1,740
23517,1,The Peak,1,1,480
23517,2,The Overlook,1,1,580
23517,3,The Summit,1,1,680
23517,4,The Scout,2,1,880
23528,1,Studio,0,1,450
23528,2,A1,1,1,565
23528,3,A2,1,1,620
23528,4,A3,1,1,670
23528,5,2 BRs,2,2,1000
23529,1,1BD/1BR-1,1,1,650
23529,2,2BD/1BR-2,2,1,850
23529,3,3BD/2BR-3,3,2,1050
23534,1,studio,0,1,500
23534,2,1bed 1bath,1,1,650
23534,3,2bed 1.5bath,2,1.5,925
23537,1,1BD/1BR-1,1,1,691
23537,2,ADA,2,1,918
23537,3,2BD/2BR-2,2,2,918
23537,4,3BD/2BR-3,3,2,1094
23537,5,2.0BD/2.0BA,2,2,920
23540,1,1BD/1BR-1,1,1,850
23540,2,2BD/2BR-2,2,2,950
23540,3,3BD/2BR-3,3,2,1150
23542,1,chianti,1,1,690
23542,8,grenache,2,1,858
23542,9,tempranillo,2,2,955
23542,10,merlot TH,2,2.5,1115
23542,11,malbec TH,3,2.5,1309
23549,1,Eff,0,1,530
23549,2,1BD/1BR-1,1,1,670
23549,3,1BD/1BR-1,1,1,760
23549,4,2BD/2BR-2,2,2,1200
23549,5,2BD/2BR-2,2,2,1475
23549,6,2BD/2BR-2,2,3,1500
23549,7,3BD/2BR-3,3,2,1500
23563,1,Artesian,1,1,650
23563,2,Baroque,1,1,738
23563,3,Cystine,2,1,908
23563,4,Deleon,2,2,988
23563,5,Emeralda,2,2,1060
23563,6,Florentine,3,2,1200
23570,1,hee1-a,1,1,700
23570,2,heW2-a,2,2,920
23572,1,2BD/2BR-2,2,2,1100
23586,1,~,0,1,500
23586,2,~,1,1,600
23586,3,,1,1,660
23592,1,1BD/1BR-1,1,1,900
23592,2,2BD/1BR-2,2,1,950
23592,3,Deluxe 2BD/ 1BR,2,1,1000
23592,4,2 BD/ 1BR -Large 2BD,2,1,1400
23671,1,"One Bedroom, One Bathroom B 900-950 sqft",1,1,900
23671,3,"Two Bedroom, Two Bathroom F-1200-1300 sqft",2,2,1200
23671,4,"Two Bedroom, Two Bathroom A - REMODEL-1200-1300 sqft",2,2,1200
23714,1,1BD/1BR-1,1,1,845
23714,2,2BD/2BR-2,2,2,1039
23714,3,3BD/2BR-3,3,2,1233
23714,4,den,1,1,938
23714,5,den,2,2,1130
23723,1,Devon,0,1,300
23723,2,Bedford,1,1,560
23723,3,Kingston,2,1,900
23723,4,Madison,2,1,750
23723,5,Windsor,2,1,925
23723,6,Dover,0,1,300
23723,7,Belmont,1,1,560
23723,8,Monroe,2,1,750
23723,9,Wentworth,2,1,925
23745,3,0BD/1BR-E,0,1,500
23745,4,Junior,1,1,540
23745,5,1BD/1BR-1,1,1,680
23745,6,Den,1,1,700
23745,7,2BD/1BR-2,2,1,910
23745,8,970sqft,2,1,940
23747,1,1BD/1BR-1,1,1,535
23747,2,2BD/2BR-2,2,2,770
23760,1,1BD/1BR-1,1,1,629
23760,2,2BD/1BR-2,2,1,859
23787,1,861 sf,2,2,867
23787,2,1143 sf,3,3,1143
23787,3,1320 sf,4,4,1320
23787,4,787 sf,2,2,787
23788,1,A1,1,1,679
23788,2,B1,2,1,824
23788,3,B2,2,2,998
23788,4,B3,2,2,1177
23788,5,C1,3,2,1386
23791,1,~,2,2,1005
23791,2,~,3,3,1235
23791,3,Premium/Flooring Plus,4,4,1443
23791,4,Platinum/Diamond,4,4,1443
23798,1,1 Bedroom 1 Bath,1,1,801
23798,2,1 Bedroom 1 Bath Standard,1,1,896
23798,3,1 Bedroom 1 Bath Deluxe,1,1,888
23798,4,2 Bedroom 1 Bath,2,1,1131
23798,5,2 Bedroom 2 Bath Economy,2,2,1131
23798,6,2 Bedroom 2 Bath,2,2,1176
23798,7,2 Bedroom 2 Bath Deluxe,2,2,1212
23798,8,3 Bedroom 2 Bath,3,2,1406
23798,9,3 Bedroom 2 Bath Upgraded,3,2,1417
23798,10,*Upgraded* 2 Bedroom 2 Bath Deluxe,2,2,1224
23798,11,,2,2,1187
23870,1,Birch,1,1,908
23870,2,Juniper,2,2,1152
23870,3,Willow,3,2,1390
23949,1,0BD/1BR-E,0,1,390
23949,2,1BD/1BR-1,1,1,557
23949,3,2BD/2BR-2,2,2,818
23950,4,1x1,1,1,608
23950,5,2x1 Small,2,1,672
23950,6,2x1 Large,2,1,698
23950,7,2x2,2,2,840
23950,8,2x1.5 Townhome,2,1.5,1132
23950,9,2x2 Casita,2,2,1122
23963,1,S1,0,1,424
23963,2,A2,1,1,560
23963,3,A1,1,1,534
23971,1,A1 / A1 - Renovated,1,1,714
23971,2,A2 / A2 - Renovated,1,1,814
23971,3,B1 / B1 - Renovated,2,2,1001
23971,4,B3 / B3 - Renovated,2,2,1097
23971,5,B2 / B2 - Renovated,2,2,1094
23971,6,B4 / B4 - Renovated,2,2,1182
23971,7,C1 / C1 - Renovated,3,2,1344
23971,8,C2 / C2 - Renovated,3,2,1427
23978,1,1BD/1BR-1,1,1,940
23978,2,2BD/1BR-2,2,1,1012
23978,3,2BD/1.5BR-2,2,1.5,1058
23978,4,2BD/2BR-2,2,2,1040
23978,5,3BD/1.5BR-3,3,1.5,1197
23978,6,3BD/2BR-3,3,2,1560
23978,7,1BD/1BR-1,1,1,1140
23997,1,The Athens,1,1,825
23997,2,The Sydney,1,1,910
23997,3,The Montreal,2,2,1214
23997,4,The Torino,2,2,1339
23997,5,The Atlanta,2,2,1463
23997,6,The Amsterdam,3,2,1465
24049,1,The Murray,1,1,740
24049,2,The Lexington,2,2,994
24049,3,The Saluda,3,2,1120
24097,1,A3,1,1,735
24097,2,A,1,1,760
24097,3,A1,1,1,840
24097,5,A2,1,1,860
24097,6,B Den,1,1,880
24097,7,C,2,2,1100
24097,8,C1 SR,2,2,1215
24098,1,A3,1,1,884
24098,2,A1G,1,1,830
24098,3,A2,1,1,871
24098,4,A1,1,1,830
24098,5,B1A,2,1,1162
24098,6,B3GR,2,1,1174
24098,7,B1,2,1,1121
24098,8,B2G,2,1,1133
24098,9,B3,2,2,1215
24098,10,C2G,2,2,1345
24098,11,C4G,2,2,1400
24098,12,C1G,3,2,1340
24098,13,C1,3,2,1340
24098,14,C3G,3,3,1391
24098,15,C3,3,3,1391
24098,18,B3G,2,2,1174
24139,1,1A,1,1,750
24139,2,1B,1,1,700
24139,3,1C,1,1,750
24139,4,2A,2,1,950
24139,5,2B,2,2,950
24156,3,1x1 - Large,1,1,620
24156,4,1x1,1,1,600
24156,5,2x1,2,1,800
24156,6,2x1 Large,2,1,803
24180,1,Shetland,1,1,746
24180,2,Equestrian,1,1,871
24180,3,Homestead,2,2,1098
24180,4,Appaloosa,2,2,1163
24180,5,Palamino,2,2,1220
24180,6,Montana,2,2,1274
24180,7,Clydesdale,3,2,1445
24251,1,The Capri,1,1,619
24251,2,The Rimini,2,2,952
24251,3,The Venezia,2,2,1222
24251,4,The Roma,2,2,1253
24251,5,The Modena,2,2,1318
24251,6,The Sorrento,3,2,1450
24251,7,The Verona,3,2,1457
24251,8,The Palermo,3,2,1481
24251,9,The Torino,3,2,1510
24306,1,A1,1,1,603
24306,2,A2,1,1,731
24306,3,A3,1,1,784
24306,4,B1,2,2,1082
24306,5,B2,2,2,1184
24306,6,C1,3,2,1320
24315,1,Carmelo,1,1,630
24315,2,Capistrano,2,1,870
24315,3,Solano,2,1,900
24332,1,1BD/1BR-1,1,1,660
24332,2,2BD/1BR-2,2,1,894
24337,1,"1-Bed, 1-Bath",1,1,600
24337,2,,0,1,411
24337,3,"1-Bed, 1-Bath Large",1,1,700
24360,1,Studio,0,1,450
24360,2,One Bed/One Bath,1,1,750
24360,3,Two Bed/One Bath,2,1,850
24360,4,2BD/2BR-2,2,2,920
24361,16,A3,1,1,672
24361,17,A1,1,1,600
24361,18,A2,1,1,616
24361,19,A4,1,1,745
24361,20,B3,2,2,901
24361,21,B4,2,2,910
24361,22,B5,2,2,920
24361,23,B2,2,1,883
24361,24,B1,2,2,864
24366,1,Teresa,2,1,750
24366,2,Veranda,3,2,950
24392,5,A1,1,1,792
24392,6,A2,1,1,860
24392,7,B1,2,2,1090
24392,8,B2,2,2.5,1230
24482,1,0BD/1BR-E,0,1,275
24482,2,0BD/1BR-E,0,1,400
24482,3,Loft,0,1,375
24482,4,0BD/1BR-E,0,1,505
24482,5,1BD/1BR-1,1,1,500
24482,6,The Executive,1,1,590
24482,7,1BD/1BR-1,1,1,565
24482,8,1BD/1BR-1,1,1,625
24482,9,,1,1,675
24482,10,1BD/1BR-1,1,1,800
24482,11,1BD/1BR,1,1,450
24482,12,LW 1BD/1BR,1,1,835
24482,13,Loft 0BD/1BR,0,1,565
24482,14,One Bedroom with Loft,1,1,725
24520,1,Dover studio,0,1,500
24520,2,Ludlow,1,1,616
24520,3,Richmond,1,1,696
24520,4,Arlington,2,1,825
24520,5,Oxford,2,2,992
24520,6,Windsor,3,2,1160
24542,1,1A,1,1,723
24542,2,1D,1,1,798
24542,3,1E,1,1,877
24542,4,1B,1,1,775
24542,5,1F,1,1,925
24542,6,2A,2,1,982
24542,7,1H,1,1.5,1050
24542,8,2B,2,2,1039
24542,9,1G,1,1,1013
24542,10,2C,2,2,1147
24542,11,2D,2,2,1184
24542,12,3A,3,2,1274
24542,13,3B,3,2,1421
24542,14,3C,3,2,1771
24542,15,1C,1,1,786
24544,1,carrington,1,1,772
24544,2,fairview,1,1,833
24544,3,garrison - den,1,1,1031
24544,4,holloway,2,2,1098
24544,5,norwood,2,2,1148
24544,6,summerglen,2,2,1260
24544,7,gar,2,2,1293
