property_id,property_name,website,evidence_lane,artifact,units,property_identity_match,contamination_verdict,native_identity_rows,native_positive_rent_rows,source_urls,sample_native_unit_ids,local_validation
1375,Lakewood,http://www.lakewood-apartments.net/,entrata_residual_exact_direct_revalidation,/private/tmp/propai-fnd-vBkmT9/entrata_residual_lane/evidence_entrata_1375_lakewood_current_strict.json,19,True,pass_exact_property_native_ids_positive_rents_no_sibling_contamination,19,19,https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/a1c-28418-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/a2c-28414-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b1c-28407-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b1d-28406-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b2c-28409-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b2d-28410-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b2dq-28408-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/b2p-28416-1/ | https://www.lakewood-apartments.net/floorplans/tomball-TX/lakewood-apartments/c1c-28412-1/,1915:107047 | 1916:107048 | 1608:106992 | 1113:106917 | 1205:106925,saved_hb_revalidated_by_current_exact_direct_session_no_paid_canary
