property_id,property_name,website,evidence_lane,artifact,artifact_sha256,units,property_identity_match,contamination_verdict,native_identity_rows,native_positive_rent_rows,source_url,repeat_count,local_validation
22986,Tuscany Hills,http://www.tuscanyhillsapartments.com/,tuscany_beans_map_current_configured_e2e_3x,entrata_residual_lane/evidence_tuscany_22986_beans_map_configured_e2e_3x.json,beb54359175d11c0c09da26370eb80c6f8bdad7e0532fdbe24c45608b8a6b27d,13,True,pass_exact_configured_property_address_and_entrata_property_id,13,13,https://www.tuscanyhillsapartments.com/Apartments/module/property_info/action/view_beans_map/property%5Bid%5D/1182838/?occupancy_type=conventional&analytics=1,3,"298 passed; 1 skipped; direct-only; no paid canary"
